###"arc_length","fluxdis11","fluxdis15","fluxdis19","fluxdis23","fluxdis27","fluxdis7"
84.1491,1.54258e+14,1.04602e+14,5.37623e+13,2.36697e+13,7.15066e+12,2.44115e+14
84.474,1.55753e+14,1.05383e+14,5.3978e+13,2.35076e+13,7.05127e+12,2.46064e+14
84.7989,1.57263e+14,1.06169e+14,5.41917e+13,2.33379e+13,6.9481e+12,2.48023e+14
85.1238,1.58787e+14,1.06958e+14,5.44035e+13,2.31604e+13,6.84101e+12,2.49993e+14
85.4487,1.60326e+14,1.07753e+14,5.4613e+13,2.29747e+13,6.72984e+12,2.51972e+14
85.7736,1.61832e+14,1.08356e+14,5.45866e+13,2.24908e+13,6.48973e+12,2.53523e+14
86.0985,1.63264e+14,1.08895e+14,5.45152e+13,2.19689e+13,6.23433e+12,2.54913e+14
86.4234,1.64625e+14,1.09405e+14,5.44428e+13,2.14648e+13,5.98776e+12,2.56219e+14
86.7483,1.65918e+14,1.09887e+14,5.43693e+13,2.09779e+13,5.74969e+12,2.57445e+14
87.0732,1.67146e+14,1.10342e+14,5.4295e+13,2.05077e+13,5.51983e+12,2.58593e+14
87.3981,1.68311e+14,1.1077e+14,5.42197e+13,2.00534e+13,5.2979e+12,2.59667e+14
87.723,1.69416e+14,1.11174e+14,5.41435e+13,1.96146e+13,5.08359e+12,2.60668e+14
88.0479,1.70462e+14,1.11553e+14,5.40665e+13,1.91907e+13,4.87667e+12,2.616e+14
88.3728,1.71451e+14,1.11909e+14,5.39887e+13,1.87812e+13,4.67687e+12,2.62464e+14
88.6977,1.72385e+14,1.12242e+14,5.39101e+13,1.83856e+13,4.48395e+12,2.63264e+14
89.0226,1.73267e+14,1.12553e+14,5.38307e+13,1.80035e+13,4.29768e+12,2.64e+14
89.3475,1.74097e+14,1.12843e+14,5.37505e+13,1.76344e+13,4.11785e+12,2.64676e+14
89.6724,1.74878e+14,1.13112e+14,5.36697e+13,1.72778e+13,3.94424e+12,2.65293e+14
89.9973,1.75611e+14,1.13361e+14,5.35881e+13,1.69334e+13,3.77665e+12,2.65853e+14
90.3222,1.76298e+14,1.13592e+14,5.35059e+13,1.66009e+13,3.61489e+12,2.66358e+14
90.6471,1.7694e+14,1.13803e+14,5.34231e+13,1.62797e+13,3.45877e+12,2.6681e+14
90.972,1.77538e+14,1.13997e+14,5.33396e+13,1.59696e+13,3.30812e+12,2.6721e+14
91.2969,1.78094e+14,1.14173e+14,5.32554e+13,1.56702e+13,3.16277e+12,2.6756e+14
91.6218,1.78609e+14,1.14332e+14,5.31707e+13,1.53812e+13,3.02256e+12,2.67861e+14
91.9467,1.79085e+14,1.14475e+14,5.30855e+13,1.51022e+13,2.88732e+12,2.68116e+14
92.2716,1.79523e+14,1.14602e+14,5.29996e+13,1.4833e+13,2.75692e+12,2.68325e+14
92.5965,1.79923e+14,1.14713e+14,5.29132e+13,1.45733e+13,2.6312e+12,2.68489e+14
92.9214,1.80287e+14,1.14809e+14,5.28263e+13,1.43228e+13,2.51003e+12,2.68611e+14
93.2463,1.80615e+14,1.14891e+14,5.27389e+13,1.40812e+13,2.39327e+12,2.68691e+14
93.5712,1.8091e+14,1.14959e+14,5.2651e+13,1.38483e+13,2.2808e+12,2.6873e+14
93.8961,1.81172e+14,1.15013e+14,5.25627e+13,1.36238e+13,2.1725e+12,2.6873e+14
94.221,1.81489e+14,1.15115e+14,5.25038e+13,1.34238e+13,2.076e+12,2.68819e+14
94.5459,1.81869e+14,1.15266e+14,5.24706e+13,1.32416e+13,1.9882e+12,2.68998e+14
94.8708,1.82234e+14,1.1541e+14,5.24359e+13,1.30612e+13,1.90142e+12,2.69158e+14
95.1957,1.82585e+14,1.15548e+14,5.23995e+13,1.28825e+13,1.81568e+12,2.69297e+14
95.5206,1.82921e+14,1.15678e+14,5.23615e+13,1.27057e+13,1.73103e+12,2.69416e+14
95.8455,1.83243e+14,1.15802e+14,5.23217e+13,1.25307e+13,1.64749e+12,2.69513e+14
96.1704,1.83548e+14,1.15918e+14,5.22803e+13,1.23577e+13,1.5651e+12,2.69588e+14
96.4953,1.83838e+14,1.16026e+14,5.2237e+13,1.21868e+13,1.48389e+12,2.6964e+14
96.8202,1.84111e+14,1.16126e+14,5.21918e+13,1.20179e+13,1.4039e+12,2.69669e+14
97.1451,1.84367e+14,1.16219e+14,5.21447e+13,1.18511e+13,1.32517e+12,2.69673e+14
97.47,1.84605e+14,1.16303e+14,5.20956e+13,1.16865e+13,1.24773e+12,2.69652e+14
97.7949,1.84825e+14,1.16378e+14,5.20444e+13,1.15242e+13,1.17164e+12,2.69605e+14
98.1198,1.85027e+14,1.16445e+14,5.19911e+13,1.13643e+13,1.09693e+12,2.69532e+14
98.4447,1.85208e+14,1.16502e+14,5.19356e+13,1.12067e+13,1.02364e+12,2.69431e+14
98.7696,1.8537e+14,1.1655e+14,5.18779e+13,1.10517e+13,9.51831e+11,2.69302e+14
99.0945,1.85511e+14,1.16588e+14,5.18178e+13,1.08993e+13,8.81545e+11,2.69143e+14
99.4194,1.85631e+14,1.16616e+14,5.17553e+13,1.07495e+13,8.12836e+11,2.68954e+14
99.7443,1.85729e+14,1.16634e+14,5.16903e+13,1.06025e+13,7.45756e+11,2.68734e+14
100.069,1.85803e+14,1.1664e+14,5.16227e+13,1.04584e+13,6.80361e+11,2.68481e+14
100.394,1.85854e+14,1.16636e+14,5.15524e+13,1.03172e+13,6.16713e+11,2.68194e+14
100.719,1.8588e+14,1.1662e+14,5.14794e+13,1.01791e+13,5.5487e+11,2.67872e+14
101.044,1.85881e+14,1.16591e+14,5.14035e+13,1.00442e+13,4.949e+11,2.67515e+14
101.369,1.85856e+14,1.16551e+14,5.13246e+13,9.91255e+12,4.36868e+11,2.67119e+14
101.694,1.85803e+14,1.16497e+14,5.12426e+13,9.78433e+12,3.80847e+11,2.66685e+14
102.019,1.85722e+14,1.1643e+14,5.11574e+13,9.65965e+12,3.26911e+11,2.66211e+14
102.343,1.85611e+14,1.16349e+14,5.10689e+13,9.53864e+12,2.75139e+11,2.65695e+14
102.668,1.8527e+14,1.16128e+14,5.09234e+13,9.42804e+12,2.34892e+11,2.64908e+14
102.993,1.84159e+14,1.15425e+14,5.05739e+13,9.34384e+12,2.30446e+11,2.63241e+14
103.318,1.83038e+14,1.14716e+14,5.02214e+13,9.2599e+12,2.26164e+11,2.61563e+14
103.643,1.81906e+14,1.14e+14,4.9866e+13,9.17622e+12,2.22038e+11,2.59875e+14
103.968,1.80764e+14,1.13277e+14,4.95078e+13,9.09278e+12,2.18063e+11,2.58178e+14
104.293,1.79613e+14,1.12548e+14,4.91469e+13,9.00957e+12,2.14234e+11,2.56471e+14
104.618,1.78452e+14,1.11813e+14,4.87833e+13,8.92659e+12,2.10545e+11,2.54755e+14
104.943,1.77282e+14,1.11072e+14,4.84173e+13,8.84384e+12,2.06992e+11,2.5303e+14
105.268,1.76103e+14,1.10326e+14,4.80488e+13,8.76129e+12,2.0357e+11,2.51296e+14
105.592,1.74916e+14,1.09574e+14,4.76779e+13,8.67894e+12,2.00275e+11,2.49554e+14
105.917,1.73721e+14,1.08816e+14,4.73048e+13,8.5968e+12,1.97102e+11,2.47805e+14
106.242,1.72519e+14,1.08054e+14,4.69294e+13,8.51484e+12,1.94047e+11,2.46047e+14
106.567,1.71308e+14,1.07287e+14,4.6552e+13,8.43307e+12,1.91106e+11,2.44283e+14
106.892,1.70091e+14,1.06515e+14,4.61725e+13,8.35147e+12,1.88276e+11,2.42511e+14
107.217,1.68866e+14,1.05739e+14,4.5791e+13,8.27005e+12,1.85553e+11,2.40732e+14
107.542,1.67634e+14,1.04958e+14,4.54075e+13,8.1888e+12,1.82933e+11,2.38946e+14
107.867,1.66396e+14,1.04172e+14,4.50222e+13,8.10771e+12,1.80414e+11,2.37154e+14
108.192,1.65151e+14,1.03383e+14,4.46351e+13,8.02677e+12,1.77992e+11,2.35356e+14
108.517,1.639e+14,1.02589e+14,4.42463e+13,7.94599e+12,1.75665e+11,2.33551e+14
108.841,1.62643e+14,1.01792e+14,4.38557e+13,7.86535e+12,1.73428e+11,2.31741e+14
109.166,1.6138e+14,1.00991e+14,4.34635e+13,7.78486e+12,1.71281e+11,2.29924e+14
109.491,1.60111e+14,1.00186e+14,4.30697e+13,7.70451e+12,1.69219e+11,2.28103e+14
109.816,1.58837e+14,9.93774e+13,4.26744e+13,7.62429e+12,1.67241e+11,2.26275e+14
110.141,1.57558e+14,9.85654e+13,4.22775e+13,7.5442e+12,1.65343e+11,2.24443e+14
110.466,1.56273e+14,9.77501e+13,4.18792e+13,7.46423e+12,1.63524e+11,2.22605e+14
110.791,1.54983e+14,9.69314e+13,4.14795e+13,7.38439e+12,1.61782e+11,2.20763e+14
111.116,1.53688e+14,9.61096e+13,4.10783e+13,7.30468e+12,1.60113e+11,2.18915e+14
111.441,1.5248e+14,9.53412e+13,4.0706e+13,7.22908e+12,1.57527e+11,2.17195e+14
111.766,1.51265e+14,9.45676e+13,4.03313e+13,7.15294e+12,1.5482e+11,2.15467e+14
112.09,1.50031e+14,9.37816e+13,3.99503e+13,7.0757e+12,1.52103e+11,2.13713e+14
112.415,1.48777e+14,9.29827e+13,3.95629e+13,6.99732e+12,1.49377e+11,2.11933e+14
112.74,1.47503e+14,9.21706e+13,3.91689e+13,6.91776e+12,1.46642e+11,2.10126e+14
113.065,1.46208e+14,9.13448e+13,3.8768e+13,6.837e+12,1.43896e+11,2.08291e+14
113.39,1.44892e+14,9.05049e+13,3.836e+13,6.75499e+12,1.4114e+11,2.06427e+14
113.715,1.43553e+14,8.96505e+13,3.79448e+13,6.67169e+12,1.38373e+11,2.04534e+14
114.04,1.42191e+14,8.87812e+13,3.75221e+13,6.58707e+12,1.35596e+11,2.02611e+14
114.365,1.40806e+14,8.78965e+13,3.70917e+13,6.50108e+12,1.32807e+11,2.00656e+14
114.69,1.39397e+14,8.69958e+13,3.66532e+13,6.41369e+12,1.30006e+11,1.98669e+14
115.015,1.37962e+14,8.60787e+13,3.62065e+13,6.32484e+12,1.27193e+11,1.96648e+14
115.339,1.36502e+14,8.51447e+13,3.57514e+13,6.23449e+12,1.24368e+11,1.94593e+14
115.664,1.35014e+14,8.41931e+13,3.52874e+13,6.14258e+12,1.2153e+11,1.92502e+14
115.989,1.335e+14,8.32234e+13,3.48144e+13,6.04907e+12,1.18679e+11,1.90374e+14
116.314,1.31956e+14,8.2235e+13,3.43319e+13,5.95391e+12,1.15814e+11,1.88209e+14
116.639,1.30383e+14,8.12273e+13,3.38398e+13,5.85704e+12,1.12934e+11,1.86004e+14
116.964,1.28779e+14,8.01996e+13,3.33377e+13,5.75839e+12,1.1004e+11,1.83758e+14
117.289,1.27144e+14,7.91512e+13,3.28252e+13,5.65791e+12,1.07131e+11,1.8147e+14
117.614,1.25476e+14,7.80814e+13,3.23019e+13,5.55553e+12,1.04206e+11,1.79138e+14
117.939,1.23774e+14,7.69893e+13,3.17675e+13,5.45118e+12,1.01265e+11,1.76761e+14
118.264,1.22037e+14,7.58743e+13,3.12216e+13,5.3448e+12,9.83072e+10,1.74338e+14
118.589,1.20263e+14,7.47355e+13,3.06637e+13,5.23631e+12,9.53316e+10,1.71866e+14
118.913,1.18452e+14,7.35719e+13,3.00934e+13,5.12563e+12,9.23379e+10,1.69344e+14
119.238,1.16601e+14,7.23827e+13,2.95103e+13,5.01269e+12,8.93255e+10,1.66769e+14
119.563,1.1471e+14,7.1167e+13,2.89139e+13,4.89739e+12,8.62934e+10,1.64141e+14
119.888,1.13135e+14,7.01526e+13,2.84295e+13,4.80479e+12,8.33486e+10,1.61957e+14
120.213,1.11818e+14,6.93035e+13,2.80357e+13,4.73052e+12,8.05685e+10,1.60135e+14
120.538,1.10509e+14,6.84601e+13,2.76442e+13,4.65692e+12,7.78999e+10,1.58327e+14
120.863,1.09209e+14,6.76221e+13,2.72549e+13,4.58398e+12,7.53386e+10,1.56531e+14
121.188,1.07918e+14,6.67893e+13,2.68677e+13,4.51167e+12,7.28809e+10,1.54746e+14
121.513,1.06633e+14,6.59616e+13,2.64826e+13,4.43997e+12,7.05231e+10,1.52974e+14
121.837,1.05357e+14,6.51388e+13,2.60994e+13,4.36886e+12,6.82615e+10,1.51212e+14
122.162,1.04088e+14,6.43207e+13,2.57182e+13,4.29831e+12,6.60931e+10,1.49461e+14
122.487,1.02825e+14,6.35072e+13,2.53388e+13,4.22831e+12,6.40144e+10,1.4772e+14
122.812,1.0157e+14,6.2698e+13,2.49612e+13,4.15884e+12,6.20225e+10,1.4599e+14
123.137,1.00321e+14,6.18931e+13,2.45853e+13,4.08988e+12,6.01145e+10,1.44269e+14
123.462,9.90782e+13,6.10923e+13,2.42111e+13,4.02142e+12,5.82875e+10,1.42557e+14
123.787,9.78417e+13,6.02955e+13,2.38385e+13,3.95343e+12,5.65391e+10,1.40854e+14
124.112,9.66112e+13,5.95026e+13,2.34674e+13,3.88591e+12,5.48665e+10,1.39161e+14
124.437,9.53864e+13,5.87133e+13,2.30979e+13,3.81883e+12,5.32674e+10,1.37475e+14
124.762,9.41671e+13,5.79277e+13,2.27298e+13,3.75218e+12,5.17394e+10,1.35798e+14
125.087,9.29532e+13,5.71456e+13,2.23632e+13,3.68596e+12,5.02802e+10,1.34128e+14
125.411,9.17445e+13,5.63668e+13,2.19979e+13,3.62014e+12,4.88879e+10,1.32467e+14
125.736,9.05409e+13,5.55913e+13,2.16339e+13,3.55472e+12,4.75602e+10,1.30813e+14
126.061,8.93422e+13,5.4819e+13,2.12713e+13,3.48968e+12,4.62953e+10,1.29166e+14
126.386,8.81482e+13,5.40498e+13,2.09099e+13,3.42501e+12,4.50912e+10,1.27526e+14
126.711,8.69588e+13,5.32836e+13,2.05497e+13,3.3607e+12,4.39462e+10,1.25892e+14
127.036,8.57739e+13,5.25202e+13,2.01907e+13,3.29674e+12,4.28584e+10,1.24266e+14
127.361,8.45934e+13,5.17597e+13,1.98328e+13,3.23311e+12,4.18262e+10,1.22645e+14
127.686,8.34171e+13,5.1002e+13,1.9476e+13,3.16982e+12,4.0848e+10,1.21031e+14
128.011,8.22448e+13,5.02469e+13,1.91204e+13,3.10684e+12,3.99223e+10,1.19423e+14
128.335,8.11843e+13,4.95682e+13,1.8809e+13,3.0525e+12,3.90775e+10,1.17958e+14
128.66,8.04253e+13,4.90969e+13,1.86195e+13,3.02171e+12,3.83489e+10,1.16875e+14
128.985,7.9664e+13,4.86245e+13,1.84303e+13,2.99115e+12,3.76426e+10,1.15789e+14
129.31,7.89004e+13,4.81511e+13,1.82414e+13,2.96081e+12,3.69593e+10,1.14698e+14
129.635,7.81343e+13,4.76767e+13,1.80528e+13,2.9307e+12,3.62995e+10,1.13603e+14
129.96,7.73657e+13,4.72011e+13,1.78646e+13,2.90083e+12,3.5664e+10,1.12504e+14
130.285,7.65945e+13,4.67244e+13,1.76767e+13,2.87121e+12,3.50535e+10,1.114e+14
130.61,7.58207e+13,4.62466e+13,1.74892e+13,2.84185e+12,3.44689e+10,1.10292e+14
130.935,7.50441e+13,4.57676e+13,1.7302e+13,2.81275e+12,3.39108e+10,1.0918e+14
131.26,7.42647e+13,4.52873e+13,1.71151e+13,2.78392e+12,3.33802e+10,1.08062e+14
131.585,7.34823e+13,4.48058e+13,1.69287e+13,2.75537e+12,3.28779e+10,1.0694e+14
131.909,7.2697e+13,4.43229e+13,1.67427e+13,2.72711e+12,3.24048e+10,1.05812e+14
132.234,7.19085e+13,4.38387e+13,1.65571e+13,2.69915e+12,3.19618e+10,1.04679e+14
132.559,7.11168e+13,4.33531e+13,1.63719e+13,2.6715e+12,3.15499e+10,1.03541e+14
132.884,7.03217e+13,4.28661e+13,1.61871e+13,2.64416e+12,3.11702e+10,1.02397e+14
133.209,6.95233e+13,4.23776e+13,1.60028e+13,2.61716e+12,3.08237e+10,1.01247e+14
133.534,6.87213e+13,4.18875e+13,1.5819e+13,2.59049e+12,3.05115e+10,1.00091e+14
133.859,6.79156e+13,4.13958e+13,1.56356e+13,2.56418e+12,3.02349e+10,9.89288e+13
134.184,6.71061e+13,4.09025e+13,1.54528e+13,2.53823e+12,2.9995e+10,9.77603e+13
134.509,6.62927e+13,4.04074e+13,1.52704e+13,2.51266e+12,2.97931e+10,9.6585e+13
134.833,6.54752e+13,3.99106e+13,1.50886e+13,2.48747e+12,2.96306e+10,9.54029e+13
135.158,6.46535e+13,3.9412e+13,1.49074e+13,2.4627e+12,2.95088e+10,9.42136e+13
135.483,6.38275e+13,3.89115e+13,1.47267e+13,2.43833e+12,2.94293e+10,9.30169e+13
135.808,6.29969e+13,3.8409e+13,1.45466e+13,2.41441e+12,2.93936e+10,9.18126e+13
136.133,6.21616e+13,3.79044e+13,1.43672e+13,2.39093e+12,2.94032e+10,9.06002e+13
136.458,6.13215e+13,3.73977e+13,1.41884e+13,2.36792e+12,2.946e+10,8.93796e+13
136.783,6.04763e+13,3.68889e+13,1.40102e+13,2.34539e+12,2.95657e+10,8.81504e+13
137.108,6.04299e+13,3.69387e+13,1.41494e+13,2.40617e+12,3.53027e+10,8.80008e+13
137.433,6.04118e+13,3.70091e+13,1.42997e+13,2.47113e+12,4.15699e+10,8.78927e+13
137.758,6.03777e+13,3.7069e+13,1.44435e+13,2.53566e+12,4.80536e+10,8.7766e+13
138.082,6.03281e+13,3.71187e+13,1.45811e+13,2.59978e+12,5.4746e+10,8.76213e+13
138.407,6.02637e+13,3.71587e+13,1.47127e+13,2.66351e+12,6.16398e+10,8.74595e+13
138.732,6.01848e+13,3.71892e+13,1.48386e+13,2.72685e+12,6.87277e+10,8.72809e+13
139.057,6.00921e+13,3.72107e+13,1.49588e+13,2.78983e+12,7.60029e+10,8.70863e+13
139.382,5.99859e+13,3.72234e+13,1.50736e+13,2.85245e+12,8.34591e+10,8.68762e+13
139.707,5.98669e+13,3.72276e+13,1.51833e+13,2.91472e+12,9.109e+10,8.66511e+13
140.032,5.97353e+13,3.72236e+13,1.52879e+13,2.97666e+12,9.88897e+10,8.64115e+13
140.357,5.95916e+13,3.72117e+13,1.53876e+13,3.03829e+12,1.06853e+11,8.61579e+13
140.682,5.94362e+13,3.71922e+13,1.54827e+13,3.0996e+12,1.14973e+11,8.58908e+13
141.007,5.92696e+13,3.71652e+13,1.55732e+13,3.16061e+12,1.23247e+11,8.56106e+13
141.331,5.9092e+13,3.71311e+13,1.56593e+13,3.22133e+12,1.31668e+11,8.53177e+13
141.656,5.89038e+13,3.70901e+13,1.57411e+13,3.28177e+12,1.40232e+11,8.50125e+13
141.981,5.87053e+13,3.70423e+13,1.58188e+13,3.34193e+12,1.48935e+11,8.46955e+13
142.306,5.84969e+13,3.6988e+13,1.58925e+13,3.40183e+12,1.57772e+11,8.4367e+13
142.631,5.82789e+13,3.69274e+13,1.59623e+13,3.46148e+12,1.66738e+11,8.40273e+13
142.956,5.80515e+13,3.68607e+13,1.60284e+13,3.52088e+12,1.75831e+11,8.36767e+13
143.281,5.78151e+13,3.67881e+13,1.60908e+13,3.58004e+12,1.85046e+11,8.33158e+13
143.606,5.75699e+13,3.67098e+13,1.61497e+13,3.63896e+12,1.9438e+11,8.29446e+13
143.931,5.73162e+13,3.66258e+13,1.62051e+13,3.69766e+12,2.03828e+11,8.25636e+13
144.256,5.70542e+13,3.65365e+13,1.62573e+13,3.75614e+12,2.13389e+11,8.2173e+13
144.581,5.67842e+13,3.64418e+13,1.63062e+13,3.8144e+12,2.23057e+11,8.17731e+13
144.905,5.65064e+13,3.63421e+13,1.6352e+13,3.87246e+12,2.32831e+11,8.13642e+13
145.23,5.6221e+13,3.62375e+13,1.63947e+13,3.93032e+12,2.42707e+11,8.09465e+13
145.555,5.59781e+13,3.61449e+13,1.64271e+13,3.97569e+12,2.50314e+11,8.05886e+13
145.88,5.57603e+13,3.60599e+13,1.64544e+13,4.01415e+12,2.56645e+11,8.02658e+13
146.205,5.55391e+13,3.59732e+13,1.6481e+13,4.05298e+12,2.63085e+11,7.99389e+13
146.53,5.53144e+13,3.58847e+13,1.65071e+13,4.09219e+12,2.69636e+11,7.96077e+13
146.855,5.50861e+13,3.57944e+13,1.65326e+13,4.13179e+12,2.76304e+11,7.92722e+13
147.18,5.48541e+13,3.57023e+13,1.65575e+13,4.17179e+12,2.8309e+11,7.89322e+13
147.505,5.46183e+13,3.56082e+13,1.65818e+13,4.2122e+12,2.89999e+11,7.85876e+13
147.829,5.43785e+13,3.55121e+13,1.66054e+13,4.25304e+12,2.97034e+11,7.82383e+13
148.154,5.41348e+13,3.54139e+13,1.66284e+13,4.29432e+12,3.04199e+11,7.7884e+13
148.479,5.38868e+13,3.53137e+13,1.66507e+13,4.33605e+12,3.11499e+11,7.75246e+13
148.804,5.36345e+13,3.52112e+13,1.66722e+13,4.37824e+12,3.18937e+11,7.716e+13
149.129,5.33778e+13,3.51065e+13,1.66931e+13,4.42092e+12,3.26519e+11,7.67901e+13
149.454,5.31165e+13,3.49994e+13,1.67132e+13,4.4641e+12,3.34248e+11,7.64145e+13
149.779,5.28504e+13,3.489e+13,1.67325e+13,4.50779e+12,3.42129e+11,7.60332e+13
150.104,5.25795e+13,3.4778e+13,1.67511e+13,4.55202e+12,3.50169e+11,7.5646e+13
150.429,5.23035e+13,3.46635e+13,1.67688e+13,4.59679e+12,3.58371e+11,7.52526e+13
150.754,5.20222e+13,3.45463e+13,1.67856e+13,4.64213e+12,3.66741e+11,7.48529e+13
151.078,5.17356e+13,3.44264e+13,1.68016e+13,4.68805e+12,3.75285e+11,7.44466e+13
151.403,5.14433e+13,3.43036e+13,1.68166e+13,4.73459e+12,3.8401e+11,7.40335e+13
151.728,5.11452e+13,3.41779e+13,1.68307e+13,4.78175e+12,3.92921e+11,7.36134e+13
152.053,5.08412e+13,3.40491e+13,1.68439e+13,4.82956e+12,4.02025e+11,7.3186e+13
152.378,5.05309e+13,3.39172e+13,1.6856e+13,4.87805e+12,4.11329e+11,7.2751e+13
152.703,5.02142e+13,3.3782e+13,1.6867e+13,4.92724e+12,4.20841e+11,7.23083e+13
153.028,4.98908e+13,3.36434e+13,1.6877e+13,4.97715e+12,4.30567e+11,7.18574e+13
153.353,4.95604e+13,3.35013e+13,1.68858e+13,5.02781e+12,4.40516e+11,7.13982e+13
153.678,4.92229e+13,3.33556e+13,1.68935e+13,5.07925e+12,4.50697e+11,7.09302e+13
154.003,4.89863e+13,3.32677e+13,1.69174e+13,5.13043e+12,4.60523e+11,7.06079e+13
154.327,4.8982e+13,3.33122e+13,1.69789e+13,5.17957e+12,4.69145e+11,7.06176e+13
154.652,4.89776e+13,3.33568e+13,1.70404e+13,5.22871e+12,4.77767e+11,7.06274e+13
154.977,4.89733e+13,3.34013e+13,1.71019e+13,5.27785e+12,4.8639e+11,7.06371e+13
155.302,4.89689e+13,3.34458e+13,1.71633e+13,5.32699e+12,4.95012e+11,7.06468e+13
155.627,4.89646e+13,3.34903e+13,1.72248e+13,5.37613e+12,5.03634e+11,7.06566e+13
155.952,4.89602e+13,3.35348e+13,1.72863e+13,5.42527e+12,5.12257e+11,7.06663e+13
156.277,4.89559e+13,3.35793e+13,1.73478e+13,5.47441e+12,5.20879e+11,7.06761e+13
156.602,4.89515e+13,3.36238e+13,1.74093e+13,5.52355e+12,5.29501e+11,7.06858e+13
156.927,4.89472e+13,3.36683e+13,1.74707e+13,5.57269e+12,5.38124e+11,7.06956e+13
157.252,4.89428e+13,3.37128e+13,1.75322e+13,5.62183e+12,5.46746e+11,7.07053e+13
157.576,4.89385e+13,3.37573e+13,1.75937e+13,5.67097e+12,5.55368e+11,7.0715e+13
157.901,4.89341e+13,3.38018e+13,1.76552e+13,5.72011e+12,5.6399e+11,7.07248e+13
158.226,4.89298e+13,3.38463e+13,1.77167e+13,5.76925e+12,5.72613e+11,7.07345e+13
158.551,4.89254e+13,3.38908e+13,1.77781e+13,5.81839e+12,5.81235e+11,7.07443e+13
158.876,4.89211e+13,3.39354e+13,1.78396e+13,5.86753e+12,5.89857e+11,7.0754e+13
159.201,4.89167e+13,3.39799e+13,1.79011e+13,5.91667e+12,5.9848e+11,7.07637e+13
159.526,4.89124e+13,3.40244e+13,1.79626e+13,5.96581e+12,6.07102e+11,7.07735e+13
159.851,4.8908e+13,3.40689e+13,1.80241e+13,6.01495e+12,6.15724e+11,7.07832e+13
160.176,4.89037e+13,3.41134e+13,1.80855e+13,6.06409e+12,6.24347e+11,7.0793e+13
160.501,4.88993e+13,3.41579e+13,1.8147e+13,6.11323e+12,6.32969e+11,7.08027e+13
160.826,4.8895e+13,3.42024e+13,1.82085e+13,6.16237e+12,6.41591e+11,7.08124e+13
161.15,4.88906e+13,3.42469e+13,1.827e+13,6.21151e+12,6.50213e+11,7.08222e+13
161.475,4.88863e+13,3.42914e+13,1.83315e+13,6.26065e+12,6.58836e+11,7.08319e+13
161.8,4.88819e+13,3.43359e+13,1.83929e+13,6.30979e+12,6.67458e+11,7.08417e+13
162.125,4.88776e+13,3.43804e+13,1.84544e+13,6.35893e+12,6.7608e+11,7.08514e+13
162.45,4.88732e+13,3.44249e+13,1.85159e+13,6.40807e+12,6.84703e+11,7.08612e+13
162.775,4.88773e+13,3.43802e+13,1.84543e+13,6.35891e+12,6.7608e+11,7.0851e+13
163.1,4.88813e+13,3.43355e+13,1.83928e+13,6.30976e+12,6.67457e+11,7.08408e+13
163.425,4.88853e+13,3.42908e+13,1.83312e+13,6.2606e+12,6.58834e+11,7.08306e+13
163.75,4.88894e+13,3.42461e+13,1.82696e+13,6.21145e+12,6.50211e+11,7.08204e+13
164.074,4.88934e+13,3.42014e+13,1.82081e+13,6.16229e+12,6.41588e+11,7.08102e+13
164.399,4.88974e+13,3.41567e+13,1.81465e+13,6.11314e+12,6.32965e+11,7.08e+13
164.724,4.89015e+13,3.4112e+13,1.80849e+13,6.06398e+12,6.24342e+11,7.07898e+13
165.049,4.89055e+13,3.40673e+13,1.80234e+13,6.01483e+12,6.15719e+11,7.07797e+13
165.374,4.89095e+13,3.40226e+13,1.79618e+13,5.96567e+12,6.07096e+11,7.07695e+13
165.699,4.89136e+13,3.39779e+13,1.79002e+13,5.91652e+12,5.98473e+11,7.07593e+13
166.024,4.89176e+13,3.39332e+13,1.78387e+13,5.86736e+12,5.8985e+11,7.07491e+13
166.349,4.89216e+13,3.38885e+13,1.77771e+13,5.81821e+12,5.81227e+11,7.07389e+13
166.674,4.89257e+13,3.38438e+13,1.77155e+13,5.76905e+12,5.72604e+11,7.07287e+13
166.999,4.89297e+13,3.37991e+13,1.7654e+13,5.7199e+12,5.63981e+11,7.07185e+13
167.324,4.89337e+13,3.37544e+13,1.75924e+13,5.67074e+12,5.55358e+11,7.07083e+13
167.648,4.89377e+13,3.37096e+13,1.75309e+13,5.62159e+12,5.46735e+11,7.06982e+13
167.973,4.89418e+13,3.36649e+13,1.74693e+13,5.57243e+12,5.38112e+11,7.0688e+13
168.298,4.89458e+13,3.36202e+13,1.74077e+13,5.52328e+12,5.29489e+11,7.06778e+13
168.623,4.89498e+13,3.35755e+13,1.73462e+13,5.47412e+12,5.20866e+11,7.06676e+13
168.948,4.89539e+13,3.35308e+13,1.72846e+13,5.42497e+12,5.12243e+11,7.06574e+13
169.273,4.89579e+13,3.34861e+13,1.7223e+13,5.37581e+12,5.03621e+11,7.06472e+13
169.598,4.89619e+13,3.34414e+13,1.71615e+13,5.32666e+12,4.94998e+11,7.0637e+13
169.923,4.8966e+13,3.33967e+13,1.70999e+13,5.2775e+12,4.86375e+11,7.06269e+13
170.248,4.897e+13,3.3352e+13,1.70383e+13,5.22835e+12,4.77752e+11,7.06167e+13
170.572,4.8974e+13,3.33073e+13,1.69768e+13,5.17919e+12,4.69129e+11,7.06065e+13
