###"arc_length","fluxdis11","fluxdis15","fluxdis19","fluxdis23","fluxdis27","fluxdis7"
170.897,4.89781e+13,3.32626e+13,1.69152e+13,5.13004e+12,4.60506e+11,7.05963e+13
171.222,4.92144e+13,3.33503e+13,1.68912e+13,5.07885e+12,4.50679e+11,7.09182e+13
171.547,4.95516e+13,3.34959e+13,1.68835e+13,5.02739e+12,4.40499e+11,7.13858e+13
171.872,4.98817e+13,3.36378e+13,1.68746e+13,4.97672e+12,4.3055e+11,7.18446e+13
172.197,5.02048e+13,3.37762e+13,1.68645e+13,4.9268e+12,4.20824e+11,7.22951e+13
172.522,5.05213e+13,3.39112e+13,1.68534e+13,4.87761e+12,4.11313e+11,7.27375e+13
172.847,5.08313e+13,3.4043e+13,1.68413e+13,4.82911e+12,4.02009e+11,7.3172e+13
173.172,5.11351e+13,3.41716e+13,1.68281e+13,4.78129e+12,3.92905e+11,7.35991e+13
173.497,5.14329e+13,3.42972e+13,1.68139e+13,4.73412e+12,3.83994e+11,7.40188e+13
173.822,5.17249e+13,3.44198e+13,1.67988e+13,4.68757e+12,3.75269e+11,7.44315e+13
174.146,5.20113e+13,3.45396e+13,1.67828e+13,4.64164e+12,3.66725e+11,7.48375e+13
174.471,5.22924e+13,3.46566e+13,1.67659e+13,4.59629e+12,3.58355e+11,7.52368e+13
174.796,5.25681e+13,3.4771e+13,1.67481e+13,4.55151e+12,3.50153e+11,7.56299e+13
175.121,5.28388e+13,3.48828e+13,1.67296e+13,4.50728e+12,3.42114e+11,7.60168e+13
175.446,5.31047e+13,3.49921e+13,1.67102e+13,4.46358e+12,3.34232e+11,7.63977e+13
175.771,5.33657e+13,3.5099e+13,1.669e+13,4.4204e+12,3.26503e+11,7.67729e+13
176.096,5.36222e+13,3.52036e+13,1.66691e+13,4.37771e+12,3.18922e+11,7.71426e+13
176.421,5.38743e+13,3.53059e+13,1.66475e+13,4.33551e+12,3.11484e+11,7.75068e+13
176.746,5.4122e+13,3.54061e+13,1.66251e+13,4.29377e+12,3.04184e+11,7.78658e+13
177.07,5.43656e+13,3.55041e+13,1.66021e+13,4.25249e+12,2.97019e+11,7.82198e+13
177.395,5.46051e+13,3.56001e+13,1.65785e+13,4.21164e+12,2.89984e+11,7.85688e+13
177.72,5.48407e+13,3.5694e+13,1.65541e+13,4.17122e+12,2.83075e+11,7.89131e+13
178.045,5.50725e+13,3.57861e+13,1.65292e+13,4.13122e+12,2.76289e+11,7.92528e+13
178.37,5.53005e+13,3.58762e+13,1.65037e+13,4.09162e+12,2.69622e+11,7.9588e+13
178.695,5.5525e+13,3.59646e+13,1.64775e+13,4.0524e+12,2.6307e+11,7.99188e+13
179.02,5.57461e+13,3.60511e+13,1.64508e+13,4.01357e+12,2.56631e+11,8.02455e+13
179.345,5.59637e+13,3.6136e+13,1.64236e+13,3.9751e+12,2.503e+11,8.0568e+13
179.67,5.62063e+13,3.62284e+13,1.63911e+13,3.92972e+12,2.42693e+11,8.09255e+13
179.995,5.64914e+13,3.63329e+13,1.63483e+13,3.87185e+12,2.32817e+11,8.13427e+13
180.319,5.67689e+13,3.64325e+13,1.63025e+13,3.81379e+12,2.23044e+11,8.17512e+13
180.644,5.70387e+13,3.65269e+13,1.62535e+13,3.75551e+12,2.13375e+11,8.21507e+13
180.969,5.73004e+13,3.66161e+13,1.62013e+13,3.69703e+12,2.03815e+11,8.25409e+13
181.294,5.75538e+13,3.66999e+13,1.61458e+13,3.63832e+12,1.94367e+11,8.29215e+13
181.619,5.77987e+13,3.67781e+13,1.60869e+13,3.57939e+12,1.85034e+11,8.32923e+13
181.944,5.80349e+13,3.68506e+13,1.60244e+13,3.52023e+12,1.75819e+11,8.36529e+13
182.269,5.8262e+13,3.69171e+13,1.59583e+13,3.46082e+12,1.66726e+11,8.4003e+13
182.594,5.84798e+13,3.69776e+13,1.58884e+13,3.40117e+12,1.57759e+11,8.43423e+13
182.919,5.86879e+13,3.70317e+13,1.58147e+13,3.34126e+12,1.48923e+11,8.46704e+13
183.244,5.88861e+13,3.70793e+13,1.57369e+13,3.28109e+12,1.4022e+11,8.4987e+13
183.568,5.9074e+13,3.71202e+13,1.56551e+13,3.22065e+12,1.31656e+11,8.52918e+13
183.893,5.92514e+13,3.71542e+13,1.55689e+13,3.15993e+12,1.23235e+11,8.55843e+13
184.218,5.94178e+13,3.7181e+13,1.54784e+13,3.09891e+12,1.14962e+11,8.58641e+13
184.543,5.95729e+13,3.72004e+13,1.53833e+13,3.0376e+12,1.06841e+11,8.61309e+13
184.868,5.97164e+13,3.72121e+13,1.52836e+13,2.97597e+12,9.88787e+10,8.63841e+13
185.193,5.98477e+13,3.7216e+13,1.51789e+13,2.91403e+12,9.10791e+10,8.66233e+13
185.518,5.99665e+13,3.72116e+13,1.50693e+13,2.85175e+12,8.34484e+10,8.6848e+13
185.843,6.00724e+13,3.71988e+13,1.49544e+13,2.78913e+12,7.59924e+10,8.70578e+13
186.168,6.01649e+13,3.71772e+13,1.48341e+13,2.72615e+12,6.87174e+10,8.7252e+13
186.493,6.02436e+13,3.71465e+13,1.47083e+13,2.66281e+12,6.16296e+10,8.74302e+13
186.818,6.03078e+13,3.71064e+13,1.45766e+13,2.59908e+12,5.47361e+10,8.75917e+13
187.142,6.03571e+13,3.70566e+13,1.4439e+13,2.53496e+12,4.80438e+10,8.77359e+13
187.467,6.0391e+13,3.69966e+13,1.42952e+13,2.47043e+12,4.15603e+10,8.78623e+13
187.792,6.04089e+13,3.69261e+13,1.41449e+13,2.40547e+12,3.52934e+10,8.797e+13
188.117,6.0455e+13,3.68761e+13,1.40057e+13,2.3447e+12,2.95565e+10,8.81193e+13
188.442,6.12996e+13,3.73846e+13,1.41837e+13,2.3672e+12,2.94506e+10,8.93476e+13
188.767,6.21392e+13,3.78909e+13,1.43623e+13,2.39019e+12,2.93936e+10,9.05674e+13
189.092,6.29739e+13,3.83951e+13,1.45417e+13,2.41364e+12,2.93837e+10,9.17789e+13
189.417,6.38039e+13,3.88973e+13,1.47216e+13,2.43755e+12,2.94191e+10,9.29824e+13
189.742,6.46294e+13,3.93974e+13,1.49021e+13,2.46189e+12,2.94983e+10,9.41783e+13
190.066,6.54505e+13,3.98957e+13,1.50832e+13,2.48664e+12,2.96198e+10,9.53667e+13
190.391,6.62674e+13,4.03922e+13,1.52649e+13,2.5118e+12,2.9782e+10,9.6548e+13
190.716,6.70802e+13,4.08869e+13,1.54471e+13,2.53735e+12,2.99835e+10,9.77224e+13
191.041,6.78891e+13,4.13798e+13,1.56298e+13,2.56328e+12,3.02231e+10,9.88901e+13
191.366,6.86943e+13,4.18712e+13,1.5813e+13,2.58957e+12,3.04993e+10,1.00051e+14
191.691,6.94957e+13,4.23609e+13,1.59967e+13,2.61621e+12,3.08111e+10,1.01207e+14
192.016,7.02936e+13,4.28491e+13,1.61809e+13,2.64319e+12,3.11572e+10,1.02356e+14
192.341,7.10881e+13,4.33358e+13,1.63655e+13,2.6705e+12,3.15365e+10,1.03499e+14
192.666,7.18792e+13,4.38211e+13,1.65506e+13,2.69813e+12,3.1948e+10,1.04636e+14
192.991,7.26672e+13,4.43049e+13,1.6736e+13,2.72607e+12,3.23905e+10,1.05768e+14
193.315,7.3452e+13,4.47874e+13,1.69219e+13,2.75431e+12,3.28632e+10,1.06895e+14
193.64,7.42338e+13,4.52686e+13,1.71082e+13,2.78283e+12,3.33651e+10,1.08017e+14
193.965,7.50127e+13,4.57485e+13,1.72949e+13,2.81164e+12,3.38953e+10,1.09134e+14
194.29,7.57888e+13,4.62272e+13,1.7482e+13,2.84072e+12,3.44528e+10,1.10246e+14
194.615,7.65621e+13,4.67047e+13,1.76694e+13,2.87006e+12,3.5037e+10,1.11353e+14
194.94,7.73327e+13,4.71811e+13,1.78571e+13,2.89965e+12,3.5647e+10,1.12456e+14
195.265,7.81008e+13,4.76563e+13,1.80452e+13,2.9295e+12,3.6282e+10,1.13554e+14
195.59,7.88663e+13,4.81304e+13,1.82337e+13,2.95958e+12,3.69412e+10,1.14648e+14
195.915,7.96294e+13,4.86035e+13,1.84224e+13,2.9899e+12,3.76241e+10,1.15738e+14
196.24,8.03902e+13,4.90755e+13,1.86115e+13,3.02045e+12,3.83298e+10,1.16824e+14
196.564,8.11486e+13,4.95466e+13,1.88009e+13,3.05121e+12,3.90578e+10,1.17906e+14
196.889,8.22085e+13,5.02248e+13,1.9112e+13,3.10552e+12,3.99021e+10,1.19371e+14
197.214,8.33801e+13,5.09794e+13,1.94675e+13,3.16846e+12,4.08274e+10,1.20978e+14
197.539,8.45557e+13,5.17367e+13,1.9824e+13,3.23171e+12,4.1805e+10,1.22591e+14
197.864,8.57355e+13,5.24968e+13,2.01817e+13,3.2953e+12,4.28366e+10,1.2421e+14
198.189,8.69196e+13,5.32596e+13,2.05405e+13,3.35922e+12,4.39238e+10,1.25836e+14
198.514,8.81083e+13,5.40254e+13,2.09005e+13,3.42349e+12,4.50683e+10,1.27468e+14
198.839,8.93015e+13,5.47942e+13,2.12617e+13,3.48812e+12,4.62718e+10,1.29107e+14
199.164,9.04995e+13,5.5566e+13,2.16241e+13,3.55312e+12,4.7536e+10,1.30753e+14
199.489,9.17024e+13,5.6341e+13,2.19878e+13,3.61851e+12,4.8863e+10,1.32406e+14
199.813,9.29103e+13,5.71193e+13,2.23529e+13,3.68428e+12,5.02546e+10,1.34067e+14
200.138,9.41235e+13,5.79009e+13,2.27193e+13,3.75047e+12,5.1713e+10,1.35735e+14
200.463,9.5342e+13,5.86861e+13,2.30872e+13,3.81707e+12,5.32403e+10,1.37411e+14
200.788,9.6566e+13,5.94748e+13,2.34565e+13,3.8841e+12,5.48386e+10,1.39095e+14
201.113,9.77958e+13,6.02673e+13,2.38273e+13,3.95159e+12,5.65104e+10,1.40788e+14
201.438,9.90315e+13,6.10636e+13,2.41996e+13,4.01953e+12,5.8258e+10,1.4249e+14
201.763,1.00273e+14,6.18639e+13,2.45736e+13,4.08796e+12,6.0084e+10,1.442e+14
202.088,1.01521e+14,6.26682e+13,2.49493e+13,4.15687e+12,6.19911e+10,1.4592e+14
202.413,1.02776e+14,6.34769e+13,2.53266e+13,4.2263e+12,6.3982e+10,1.4765e+14
202.738,1.04038e+14,6.42899e+13,2.57058e+13,4.29626e+12,6.60597e+10,1.49389e+14
203.062,1.05306e+14,6.51075e+13,2.60868e+13,4.36676e+12,6.82272e+10,1.51139e+14
203.387,1.06582e+14,6.59298e+13,2.64697e+13,4.43783e+12,7.04876e+10,1.529e+14
203.712,1.07865e+14,6.67569e+13,2.68546e+13,4.50948e+12,7.28443e+10,1.54671e+14
204.037,1.09156e+14,6.75891e+13,2.72415e+13,4.58175e+12,7.53009e+10,1.56454e+14
204.362,1.10455e+14,6.84266e+13,2.76306e+13,4.65464e+12,7.7861e+10,1.58249e+14
204.687,1.11763e+14,6.92695e+13,2.80219e+13,4.72819e+12,8.05284e+10,1.60057e+14
205.012,1.13079e+14,7.0118e+13,2.84155e+13,4.80242e+12,8.33072e+10,1.61877e+14
205.337,1.14653e+14,7.11317e+13,2.88995e+13,4.89496e+12,8.62505e+10,1.64059e+14
205.662,1.16543e+14,7.23468e+13,2.94956e+13,5.01019e+12,8.92811e+10,1.66686e+14
205.987,1.18393e+14,7.35353e+13,3.00784e+13,5.12308e+12,9.2292e+10,1.69259e+14
206.311,1.20203e+14,7.46982e+13,3.06483e+13,5.23369e+12,9.52842e+10,1.7178e+14
206.636,1.21976e+14,7.58363e+13,3.12059e+13,5.34212e+12,9.82583e+10,1.74251e+14
206.961,1.23712e+14,7.69507e+13,3.17515e+13,5.44844e+12,1.01215e+11,1.76673e+14
207.286,1.25413e+14,7.80421e+13,3.22856e+13,5.55273e+12,1.04155e+11,1.79048e+14
207.611,1.2708e+14,7.91113e+13,3.28086e+13,5.65505e+12,1.07078e+11,1.81378e+14
207.936,1.28714e+14,8.01591e+13,3.33208e+13,5.75548e+12,1.09986e+11,1.83665e+14
208.261,1.30317e+14,8.11862e+13,3.38227e+13,5.85407e+12,1.12878e+11,1.85909e+14
208.586,1.31889e+14,8.21934e+13,3.43145e+13,5.95089e+12,1.15756e+11,1.88113e+14
208.911,1.33432e+14,8.31812e+13,3.47966e+13,6.046e+12,1.1862e+11,1.90277e+14
209.236,1.34946e+14,8.41502e+13,3.52694e+13,6.13945e+12,1.21469e+11,1.92404e+14
209.561,1.36432e+14,8.51013e+13,3.57331e+13,6.23131e+12,1.24306e+11,1.94493e+14
209.885,1.37892e+14,8.60347e+13,3.6188e+13,6.32161e+12,1.2713e+11,1.96547e+14
210.21,1.39325e+14,8.69513e+13,3.66344e+13,6.41041e+12,1.29941e+11,1.98567e+14
210.535,1.40734e+14,8.78514e+13,3.70726e+13,6.49775e+12,1.3274e+11,2.00553e+14
210.86,1.42118e+14,8.87356e+13,3.75028e+13,6.58369e+12,1.35528e+11,2.02506e+14
211.185,1.43479e+14,8.96045e+13,3.79253e+13,6.66826e+12,1.38304e+11,2.04429e+14
211.51,1.44817e+14,9.04583e+13,3.83403e+13,6.75151e+12,1.41069e+11,2.06321e+14
211.835,1.46133e+14,9.12977e+13,3.8748e+13,6.83347e+12,1.43824e+11,2.08183e+14
212.16,1.47427e+14,9.2123e+13,3.91486e+13,6.91419e+12,1.46568e+11,2.10017e+14
212.485,1.487e+14,9.29346e+13,3.95425e+13,6.9937e+12,1.49302e+11,2.11823e+14
212.809,1.49953e+14,9.37331e+13,3.99296e+13,7.07204e+12,1.52027e+11,2.13602e+14
213.134,1.51187e+14,9.45186e+13,4.03104e+13,7.14924e+12,1.54742e+11,2.15355e+14
213.459,1.52401e+14,9.52917e+13,4.06848e+13,7.22533e+12,1.57448e+11,2.17082e+14
213.784,1.53608e+14,9.60597e+13,4.1057e+13,7.30088e+12,1.60033e+11,2.18801e+14
214.109,1.54902e+14,9.6881e+13,4.14579e+13,7.38056e+12,1.617e+11,2.20647e+14
214.434,1.56191e+14,9.76992e+13,4.18574e+13,7.46035e+12,1.63442e+11,2.22489e+14
214.759,1.57475e+14,9.8514e+13,4.22555e+13,7.54027e+12,1.65259e+11,2.24325e+14
215.084,1.58754e+14,9.93255e+13,4.26521e+13,7.62031e+12,1.67156e+11,2.26157e+14
215.409,1.60027e+14,1.00134e+14,4.30472e+13,7.70049e+12,1.69133e+11,2.27983e+14
215.734,1.61295e+14,1.00938e+14,4.34408e+13,7.78079e+12,1.71194e+11,2.29804e+14
216.059,1.62558e+14,1.01739e+14,4.38328e+13,7.86124e+12,1.7334e+11,2.31619e+14
216.383,1.63814e+14,1.02536e+14,4.42231e+13,7.94183e+12,1.75575e+11,2.33428e+14
216.708,1.65064e+14,1.03329e+14,4.46117e+13,8.02257e+12,1.77901e+11,2.35232e+14
217.033,1.66308e+14,1.04118e+14,4.49986e+13,8.10345e+12,1.80322e+11,2.37029e+14
217.358,1.67546e+14,1.04902e+14,4.53837e+13,8.1845e+12,1.82839e+11,2.3882e+14
217.683,1.68777e+14,1.05683e+14,4.57669e+13,8.26571e+12,1.85457e+11,2.40605e+14
218.008,1.70001e+14,1.06459e+14,4.61482e+13,8.34708e+12,1.88179e+11,2.42382e+14
218.333,1.71218e+14,1.0723e+14,4.65274e+13,8.42863e+12,1.91007e+11,2.44153e+14
218.658,1.72427e+14,1.07997e+14,4.69047e+13,8.51035e+12,1.93946e+11,2.45917e+14
218.983,1.73629e+14,1.08759e+14,4.72798e+13,8.59226e+12,1.96999e+11,2.47673e+14
219.307,1.74824e+14,1.09516e+14,4.76527e+13,8.67435e+12,2.00171e+11,2.49422e+14
219.632,1.7601e+14,1.10267e+14,4.80233e+13,8.75665e+12,2.03464e+11,2.51162e+14
219.957,1.77188e+14,1.11013e+14,4.83916e+13,8.83915e+12,2.06884e+11,2.52895e+14
220.282,1.78357e+14,1.11753e+14,4.87575e+13,8.92186e+12,2.10435e+11,2.54619e+14
220.607,1.79517e+14,1.12488e+14,4.91208e+13,9.00479e+12,2.14122e+11,2.56334e+14
220.932,1.80668e+14,1.13217e+14,4.94815e+13,9.08794e+12,2.17949e+11,2.5804e+14
221.257,1.81809e+14,1.13939e+14,4.98395e+13,9.17133e+12,2.21921e+11,2.59736e+14
221.582,1.8294e+14,1.14655e+14,5.01947e+13,9.25496e+12,2.26045e+11,2.61423e+14
221.907,1.84061e+14,1.15364e+14,5.0547e+13,9.33885e+12,2.30325e+11,2.631e+14
222.232,1.85171e+14,1.16066e+14,5.08962e+13,9.423e+12,2.34768e+11,2.64766e+14
222.556,1.85512e+14,1.16287e+14,5.10416e+13,9.53353e+12,2.74992e+11,2.65552e+14
222.881,1.85622e+14,1.16368e+14,5.113e+13,9.65447e+12,3.26735e+11,2.66068e+14
223.206,1.85703e+14,1.16435e+14,5.12151e+13,9.77907e+12,3.80639e+11,2.66542e+14
223.531,1.85756e+14,1.16488e+14,5.1297e+13,9.90721e+12,4.36628e+11,2.66975e+14
223.856,1.85781e+14,1.16529e+14,5.13759e+13,1.00388e+13,4.94626e+11,2.6737e+14
224.181,1.8578e+14,1.16557e+14,5.14517e+13,1.01736e+13,5.54562e+11,2.67727e+14
224.506,1.85754e+14,1.16573e+14,5.15247e+13,1.03116e+13,6.16369e+11,2.68049e+14
224.831,1.85703e+14,1.16578e+14,5.15949e+13,1.04527e+13,6.79981e+11,2.68335e+14
225.156,1.85628e+14,1.16571e+14,5.16624e+13,1.05968e+13,7.45338e+11,2.68588e+14
225.481,1.85531e+14,1.16553e+14,5.17274e+13,1.07437e+13,8.1238e+11,2.68808e+14
225.805,1.85411e+14,1.16525e+14,5.17898e+13,1.08933e+13,8.81049e+11,2.68997e+14
226.13,1.8527e+14,1.16487e+14,5.18498e+13,1.10457e+13,9.51295e+11,2.69156e+14
226.455,1.85108e+14,1.16439e+14,5.19075e+13,1.12006e+13,1.02306e+12,2.69285e+14
226.78,1.84926e+14,1.16382e+14,5.19629e+13,1.1358e+13,1.09631e+12,2.69385e+14
227.105,1.84725e+14,1.16315e+14,5.20162e+13,1.15179e+13,1.17097e+12,2.69459e+14
227.43,1.84505e+14,1.1624e+14,5.20673e+13,1.16801e+13,1.24703e+12,2.69505e+14
227.755,1.84267e+14,1.16156e+14,5.21163e+13,1.18446e+13,1.32442e+12,2.69526e+14
228.08,1.84011e+14,1.16063e+14,5.21634e+13,1.20112e+13,1.4031e+12,2.69521e+14
228.405,1.83738e+14,1.15963e+14,5.22085e+13,1.218e+13,1.48304e+12,2.69493e+14
228.73,1.83448e+14,1.15854e+14,5.22518e+13,1.23509e+13,1.56421e+12,2.6944e+14
229.055,1.83143e+14,1.15738e+14,5.22932e+13,1.25238e+13,1.64655e+12,2.69365e+14
229.379,1.82822e+14,1.15615e+14,5.23329e+13,1.26986e+13,1.73004e+12,2.69268e+14
229.704,1.82485e+14,1.15485e+14,5.23708e+13,1.28753e+13,1.81465e+12,2.6915e+14
230.029,1.82134e+14,1.15347e+14,5.24072e+13,1.30539e+13,1.90033e+12,2.6901e+14
230.354,1.81769e+14,1.15203e+14,5.24419e+13,1.32342e+13,1.98707e+12,2.68851e+14
230.679,1.8139e+14,1.15052e+14,5.2475e+13,1.34163e+13,2.07482e+12,2.68671e+14
231.004,1.81072e+14,1.1495e+14,5.25338e+13,1.36162e+13,2.17126e+12,2.68583e+14
231.329,1.80811e+14,1.14896e+14,5.26221e+13,1.38406e+13,2.2795e+12,2.68582e+14
231.654,1.80516e+14,1.14828e+14,5.271e+13,1.40734e+13,2.39191e+12,2.68543e+14
231.979,1.80188e+14,1.14746e+14,5.27973e+13,1.43148e+13,2.5086e+12,2.68463e+14
232.303,1.79824e+14,1.1465e+14,5.28841e+13,1.45652e+13,2.6297e+12,2.68341e+14
232.628,1.79424e+14,1.14539e+14,5.29705e+13,1.48247e+13,2.75534e+12,2.68177e+14
232.953,1.78987e+14,1.14412e+14,5.30562e+13,1.50937e+13,2.88568e+12,2.67968e+14
233.278,1.78511e+14,1.14269e+14,5.31414e+13,1.53725e+13,3.02083e+12,2.67713e+14
233.603,1.77996e+14,1.1411e+14,5.32261e+13,1.56614e+13,3.16097e+12,2.67412e+14
233.928,1.7744e+14,1.13934e+14,5.33101e+13,1.59606e+13,3.30623e+12,2.67062e+14
234.253,1.76842e+14,1.1374e+14,5.33935e+13,1.62705e+13,3.4568e+12,2.66662e+14
234.578,1.76201e+14,1.13529e+14,5.34763e+13,1.65915e+13,3.61283e+12,2.66211e+14
234.903,1.75514e+14,1.13299e+14,5.35585e+13,1.69239e+13,3.77449e+12,2.65706e+14
235.228,1.74782e+14,1.13049e+14,5.364e+13,1.72681e+13,3.94199e+12,2.65146e+14
235.552,1.74001e+14,1.1278e+14,5.37208e+13,1.76244e+13,4.1155e+12,2.64529e+14
235.877,1.73171e+14,1.1249e+14,5.38008e+13,1.79933e+13,4.29523e+12,2.63854e+14
236.202,1.7229e+14,1.1218e+14,5.38802e+13,1.83752e+13,4.48139e+12,2.63117e+14
236.527,1.71356e+14,1.11847e+14,5.39587e+13,1.87706e+13,4.6742e+12,2.62318e+14
236.852,1.70367e+14,1.11491e+14,5.40365e+13,1.91799e+13,4.87388e+12,2.61454e+14
237.177,1.69322e+14,1.11112e+14,5.41134e+13,1.96035e+13,5.08069e+12,2.60523e+14
237.502,1.68218e+14,1.10709e+14,5.41895e+13,2.00421e+13,5.29487e+12,2.59522e+14
237.827,1.67053e+14,1.1028e+14,5.42647e+13,2.04961e+13,5.51668e+12,2.58449e+14
238.152,1.65826e+14,1.09826e+14,5.4339e+13,2.09661e+13,5.7464e+12,2.57301e+14
238.477,1.64533e+14,1.09344e+14,5.44124e+13,2.14527e+13,5.98433e+12,2.56076e+14
238.801,1.63173e+14,1.08834e+14,5.44848e+13,2.19564e+13,6.23076e+12,2.5477e+14
239.126,1.61742e+14,1.08295e+14,5.45561e+13,2.24781e+13,6.48602e+12,2.53381e+14
239.451,1.60237e+14,1.07692e+14,5.45825e+13,2.29617e+13,6.72599e+12,2.51831e+14
239.776,1.58699e+14,1.06899e+14,5.4373e+13,2.31472e+13,6.8371e+12,2.49853e+14
240.101,1.57175e+14,1.06109e+14,5.41614e+13,2.33246e+13,6.94413e+12,2.47884e+14
240.426,1.55666e+14,1.05325e+14,5.39477e+13,2.34942e+13,7.04724e+12,2.45926e+14
240.751,1.54171e+14,1.04544e+14,5.37321e+13,2.36563e+13,7.14658e+12,2.43978e+14
241.076,1.5269e+14,1.03767e+14,5.35146e+13,2.38111e+13,7.24226e+12,2.42039e+14
241.401,1.51222e+14,1.02995e+14,5.32952e+13,2.39589e+13,7.33444e+12,2.40109e+14
241.726,1.49766e+14,1.02226e+14,5.3074e+13,2.41e+13,7.42322e+12,2.38188e+14
242.051,1.48322e+14,1.01461e+14,5.28512e+13,2.42345e+13,7.50873e+12,2.36275e+14
242.375,1.46889e+14,1.007e+14,5.26267e+13,2.43628e+13,7.59107e+12,2.3437e+14
242.7,1.45468e+14,9.99415e+13,5.24006e+13,2.4485e+13,7.67035e+12,2.32474e+14
243.025,1.44058e+14,9.91867e+13,5.21729e+13,2.46012e+13,7.74668e+12,2.30584e+14
243.35,1.42659e+14,9.84351e+13,5.19438e+13,2.47118e+13,7.82014e+12,2.28702e+14
243.675,1.41269e+14,9.76867e+13,5.17132e+13,2.48169e+13,7.89085e+12,2.26828e+14
244,1.3989e+14,9.69413e+13,5.14812e+13,2.49167e+13,7.95887e+12,2.2496e+14
244.325,1.3852e+14,9.61988e+13,5.12478e+13,2.50113e+13,8.02431e+12,2.23099e+14
244.65,1.37159e+14,9.54591e+13,5.10132e+13,2.51009e+13,8.08723e+12,2.21244e+14
244.975,1.35808e+14,9.47221e+13,5.07772e+13,2.51856e+13,8.14773e+12,2.19395e+14
245.299,1.34464e+14,9.39878e+13,5.05401e+13,2.52657e+13,8.20587e+12,2.17553e+14
245.624,1.3313e+14,9.3256e+13,5.03017e+13,2.53412e+13,8.26172e+12,2.15716e+14
245.949,1.31803e+14,9.25268e+13,5.00622e+13,2.54124e+13,8.31536e+12,2.13885e+14
246.274,1.30485e+14,9.17999e+13,4.98216e+13,2.54792e+13,8.36685e+12,2.1206e+14
246.599,1.29174e+14,9.10754e+13,4.95799e+13,2.55419e+13,8.41625e+12,2.1024e+14
246.924,1.27871e+14,9.03532e+13,4.93371e+13,2.56006e+13,8.46364e+12,2.08425e+14
247.249,1.26575e+14,8.96332e+13,4.90933e+13,2.56553e+13,8.50905e+12,2.06615e+14
247.574,1.25285e+14,8.89153e+13,4.88485e+13,2.57063e+13,8.55256e+12,2.0481e+14
247.899,1.24003e+14,8.81995e+13,4.86028e+13,2.57535e+13,8.59422e+12,2.0301e+14
248.224,1.2331e+14,8.76498e+13,4.82767e+13,2.55576e+13,8.52325e+12,2.01895e+14
248.548,1.22702e+14,8.7118e+13,4.79316e+13,2.53172e+13,8.43188e+12,2.00871e+14
248.873,1.22067e+14,8.65716e+13,4.75818e+13,2.50775e+13,8.34112e+12,1.99805e+14
249.198,1.21403e+14,8.60101e+13,4.72273e+13,2.48387e+13,8.25098e+12,1.98696e+14
249.523,1.2071e+14,8.54332e+13,4.68678e+13,2.46007e+13,8.16147e+12,1.97542e+14
249.848,1.19987e+14,8.48403e+13,4.65033e+13,2.43636e+13,8.07261e+12,1.96343e+14
250.173,1.19233e+14,8.42309e+13,4.61335e+13,2.41274e+13,7.98443e+12,1.95096e+14
250.498,1.18447e+14,8.36046e+13,4.57584e+13,2.3892e+13,7.89694e+12,1.93801e+14
250.823,1.17628e+14,8.29609e+13,4.53777e+13,2.36577e+13,7.81016e+12,1.92455e+14
251.148,1.16775e+14,8.22991e+13,4.49914e+13,2.34243e+13,7.72413e+12,1.91058e+14
251.473,1.15886e+14,8.16188e+13,4.45991e+13,2.31919e+13,7.63886e+12,1.89607e+14
251.798,1.14962e+14,8.09192e+13,4.42007e+13,2.29606e+13,7.55437e+12,1.88101e+14
252.122,1.14e+14,8.01998e+13,4.37961e+13,2.27303e+13,7.47069e+12,1.86538e+14
252.447,1.13e+14,7.946e+13,4.33849e+13,2.25012e+13,7.38786e+12,1.84916e+14
252.772,1.1196e+14,7.8699e+13,4.29671e+13,2.22732e+13,7.30589e+12,1.83234e+14
253.097,1.10879e+14,7.79162e+13,4.25423e+13,2.20464e+13,7.22481e+12,1.81489e+14
253.422,1.09755e+14,7.71108e+13,4.21103e+13,2.18208e+13,7.14466e+12,1.79679e+14
253.747,1.08586e+14,7.6282e+13,4.16709e+13,2.15964e+13,7.06547e+12,1.77802e+14
254.072,1.07373e+14,7.5429e+13,4.12239e+13,2.13734e+13,6.98727e+12,1.75855e+14
254.397,1.06112e+14,7.4551e+13,4.07689e+13,2.11518e+13,6.91009e+12,1.73837e+14
254.722,1.04802e+14,7.36471e+13,4.03057e+13,2.09315e+13,6.83398e+12,1.71744e+14
255.046,1.03441e+14,7.27164e+13,3.98339e+13,2.07127e+13,6.75896e+12,1.69574e+14
255.371,1.02028e+14,7.17578e+13,3.93534e+13,2.04954e+13,6.68509e+12,1.67324e+14
255.696,1.00561e+14,7.07703e+13,3.88636e+13,2.02797e+13,6.6124e+12,1.64991e+14
256.021,9.90371e+13,6.9753e+13,3.83644e+13,2.00656e+13,6.54093e+12,1.62572e+14
256.346,9.74546e+13,6.87045e+13,3.78553e+13,1.98532e+13,6.47074e+12,1.60064e+14
256.671,9.61517e+13,6.77443e+13,3.73538e+13,1.95608e+13,6.3655e+12,1.57725e+14
256.996,9.51406e+13,6.6892e+13,3.68738e+13,1.92054e+13,6.23247e+12,1.55609e+14
257.321,9.41298e+13,6.60489e+13,3.6404e+13,1.88629e+13,6.1053e+12,1.53507e+14
257.646,9.31191e+13,6.52147e+13,3.5944e+13,1.85329e+13,5.98378e+12,1.51417e+14
