#"arc_length" "flux" "flux"
220.932 6.62996e+13 6.59635e+13
221.257 6.67351e+13 6.62665e+13
221.582 6.71673e+13 6.6572e+13
221.907 6.7596e+13 6.688e+13
222.232 6.80211e+13 6.71906e+13
222.556 6.81925e+13 6.74104e+13
222.881 6.82884e+13 6.75997e+13
223.206 6.8375e+13 6.77829e+13
223.531 6.84527e+13 6.796e+13
223.856 6.85218e+13 6.81314e+13
224.181 6.85826e+13 6.82971e+13
224.506 6.86354e+13 6.84575e+13
224.831 6.86805e+13 6.86127e+13
225.156 6.87181e+13 6.87629e+13
225.481 6.87485e+13 6.89083e+13
225.805 6.87719e+13 6.90489e+13
226.13 6.87886e+13 6.91851e+13
226.455 6.87988e+13 6.93168e+13
226.78 6.88026e+13 6.94443e+13
227.105 6.88004e+13 6.95677e+13
227.43 6.87922e+13 6.96872e+13
227.755 6.87783e+13 6.98028e+13
228.08 6.87589e+13 6.99146e+13
228.405 6.87341e+13 7.00228e+13
228.73 6.87041e+13 7.01276e+13
229.055 6.8669e+13 7.02289e+13
229.379 6.8629e+13 7.03269e+13
229.704 6.85842e+13 7.04218e+13
230.029 6.85348e+13 7.05135e+13
230.354 6.8481e+13 7.06022e+13
230.679 6.84227e+13 7.0688e+13
231.004 6.83914e+13 7.07836e+13
231.329 6.83872e+13 7.08904e+13
231.654 6.83744e+13 7.09941e+13
231.979 6.83527e+13 7.10946e+13
232.303 6.83217e+13 7.11919e+13
232.628 6.82813e+13 7.12859e+13
232.953 6.82311e+13 7.13763e+13
233.278 6.81708e+13 7.14633e+13
233.603 6.81001e+13 7.15465e+13
233.928 6.80187e+13 7.16259e+13
234.253 6.79263e+13 7.17015e+13
234.578 6.78224e+13 7.1773e+13
234.903 6.77068e+13 7.18403e+13
235.228 6.75791e+13 7.19034e+13
235.552 6.74387e+13 7.1962e+13
235.877 6.72854e+13 7.2016e+13
236.202 6.71187e+13 7.20652e+13
236.527 6.69381e+13 7.21096e+13
236.852 6.67432e+13 7.21488e+13
237.177 6.65334e+13 7.21828e+13
237.502 6.63082e+13 7.22114e+13
237.827 6.60671e+13 7.22343e+13
238.152 6.58095e+13 7.22514e+13
238.477 6.55347e+13 7.22624e+13
238.801 6.52422e+13 7.22672e+13
239.126 6.49313e+13 7.22654e+13
239.451 6.45796e+13 7.22059e+13
239.776 6.4105e+13 7.18704e+13
240.101 6.36327e+13 7.15331e+13
240.426 6.31626e+13 7.1194e+13
240.751 6.26946e+13 7.08532e+13
241.076 6.22287e+13 7.05108e+13
241.401 6.17647e+13 7.01668e+13
241.726 6.13027e+13 6.98213e+13
242.051 6.08424e+13 6.94742e+13
242.375 6.0384e+13 6.91258e+13
242.7 5.99272e+13 6.8776e+13
243.025 5.94721e+13 6.84248e+13
243.35 5.90186e+13 6.80724e+13
243.675 5.85666e+13 6.77187e+13
244 5.81162e+13 6.73638e+13
244.325 5.76672e+13 6.70078e+13
244.65 5.72196e+13 6.66506e+13
244.975 5.67733e+13 6.62923e+13
245.299 5.63284e+13 6.5933e+13
245.624 5.58847e+13 6.55726e+13
245.949 5.54423e+13 6.52112e+13
246.274 5.50011e+13 6.48489e+13
246.599 5.45611e+13 6.44856e+13
246.924 5.41222e+13 6.41214e+13
247.249 5.36844e+13 6.37564e+13
247.574 5.32476e+13 6.33904e+13
247.899 5.28119e+13 6.30237e+13
248.224 5.25023e+13 6.26854e+13
248.548 5.22077e+13 6.23446e+13
248.873 5.19034e+13 6.1995e+13
249.198 5.15893e+13 6.16363e+13
249.523 5.12651e+13 6.12681e+13
249.848 5.09303e+13 6.08904e+13
250.173 5.05848e+13 6.05026e+13
250.498 5.02282e+13 6.01047e+13
250.823 4.986e+13 5.96961e+13
251.148 4.94801e+13 5.92766e+13
251.473 4.9088e+13 5.88458e+13
251.798 4.86832e+13 5.84035e+13
252.122 4.82655e+13 5.79491e+13
252.447 4.78343e+13 5.74823e+13
252.772 4.73893e+13 5.70027e+13
253.097 4.69299e+13 5.65099e+13
253.422 4.64557e+13 5.60034e+13
253.747 4.59662e+13 5.54828e+13
254.072 4.54607e+13 5.49475e+13
254.397 4.49389e+13 5.4397e+13
254.722 4.44001e+13 5.38309e+13
255.046 4.38436e+13 5.32484e+13
255.371 4.32688e+13 5.26491e+13
255.696 4.26752e+13 5.20324e+13
256.021 4.20619e+13 5.13975e+13
256.346 4.14282e+13 5.07438e+13
256.671 4.08492e+13 5.00512e+13
256.996 4.03374e+13 4.93439e+13
257.321 3.98303e+13 4.86461e+13
257.646 3.93279e+13 4.79576e+13
257.971 3.883e+13 4.72779e+13
258.296 3.83364e+13 4.66068e+13
258.62 3.7847e+13 4.5944e+13
258.945 3.73616e+13 4.52892e+13
259.27 3.68801e+13 4.4642e+13
259.595 3.64024e+13 4.40023e+13
259.92 3.59283e+13 4.33698e+13
260.245 3.54577e+13 4.27443e+13
260.57 3.49906e+13 4.21254e+13
260.895 3.45267e+13 4.15131e+13
261.22 3.40659e+13 4.09071e+13
261.544 3.36083e+13 4.03072e+13
261.869 3.31537e+13 3.97132e+13
262.194 3.27019e+13 3.91249e+13
262.519 3.2253e+13 3.85422e+13
262.844 3.18067e+13 3.79648e+13
263.169 3.13631e+13 3.73927e+13
263.494 3.09221e+13 3.68256e+13
263.819 3.04835e+13 3.62634e+13
264.144 3.00474e+13 3.5706e+13
264.469 2.96136e+13 3.51532e+13
264.793 2.9182e+13 3.4605e+13
265.118 2.87769e+13 3.4081e+13
265.443 2.84598e+13 3.36299e+13
265.768 2.81363e+13 3.3173e+13
266.093 2.78062e+13 3.271e+13
266.418 2.74692e+13 3.22407e+13
266.743 2.71252e+13 3.17649e+13
267.068 2.6774e+13 3.12825e+13
267.393 2.64153e+13 3.07933e+13
267.718 2.6049e+13 3.0297e+13
268.042 2.56747e+13 2.97934e+13
268.367 2.52923e+13 2.92823e+13
268.692 2.49014e+13 2.87635e+13
269.017 2.45019e+13 2.82366e+13
269.342 2.40933e+13 2.77015e+13
269.667 2.36755e+13 2.71579e+13
269.992 2.3248e+13 2.66054e+13
270.317 2.28107e+13 2.60439e+13
270.642 2.23631e+13 2.54729e+13
270.967 2.19048e+13 2.48921e+13
271.292 2.14356e+13 2.43013e+13
271.616 2.09551e+13 2.37e+13
271.941 2.04628e+13 2.30879e+13
272.266 1.99582e+13 2.24646e+13
272.591 1.94411e+13 2.18297e+13
272.916 1.89108e+13 2.11827e+13
273.241 1.83669e+13 2.05232e+13
273.566 1.78089e+13 1.98508e+13
273.891 1.74473e+13 1.94285e+13
274.216 1.71147e+13 1.9043e+13
274.54 1.67873e+13 1.8664e+13
274.865 1.64649e+13 1.82914e+13
275.19 1.61472e+13 1.79249e+13
275.515 1.58341e+13 1.75644e+13
275.84 1.55255e+13 1.72095e+13
276.165 1.52211e+13 1.68601e+13
276.49 1.49209e+13 1.65161e+13
276.815 1.46247e+13 1.61771e+13
277.14 1.43324e+13 1.58432e+13
277.465 1.40438e+13 1.5514e+13
277.789 1.37588e+13 1.51895e+13
278.114 1.34773e+13 1.48695e+13
278.439 1.31992e+13 1.45538e+13
278.764 1.29244e+13 1.42423e+13
279.089 1.26527e+13 1.39349e+13
279.414 1.23842e+13 1.36315e+13
279.739 1.21186e+13 1.33319e+13
280.064 1.18559e+13 1.3036e+13
280.389 1.1596e+13 1.27437e+13
280.714 1.13389e+13 1.24549e+13
281.039 1.10844e+13 1.21695e+13
281.363 1.08325e+13 1.18874e+13
281.688 1.0583e+13 1.16085e+13
282.013 1.0336e+13 1.13327e+13
282.338 1.0119e+13 1.10847e+13
282.663 9.92095e+12 1.0854e+13
282.988 9.72078e+12 1.06214e+13
283.313 9.51843e+12 1.03869e+13
283.638 9.31382e+12 1.01503e+13
283.963 9.10688e+12 9.91169e+12
284.288 8.89756e+12 9.67096e+12
284.612 8.68576e+12 9.42803e+12
284.937 8.47143e+12 9.18285e+12
285.262 8.25447e+12 8.93533e+12
285.587 8.0348e+12 8.68541e+12
285.912 7.81235e+12 8.43301e+12
286.237 7.587e+12 8.17805e+12
286.562 7.35868e+12 7.92045e+12
286.887 7.12729e+12 7.66011e+12
287.212 6.89272e+12 7.39696e+12
287.536 6.65485e+12 7.13088e+12
287.861 6.41359e+12 6.86178e+12
288.186 6.16882e+12 6.58957e+12
288.511 5.9204e+12 6.31412e+12
288.836 5.66822e+12 6.03532e+12
289.161 5.41213e+12 5.75306e+12
289.486 5.152e+12 5.46721e+12
289.811 4.88766e+12 5.17763e+12
290.136 4.61899e+12 4.88419e+12
290.461 4.34579e+12 4.58674e+12
290.785 4.11304e+12 4.33465e+12
291.11 4.00636e+12 4.22126e+12
291.435 3.902e+12 4.1104e+12
291.76 3.7999e+12 4.00196e+12
292.085 3.69995e+12 3.89587e+12
292.41 3.60208e+12 3.79204e+12
292.735 3.50624e+12 3.69038e+12
293.06 3.41233e+12 3.59083e+12
293.385 3.32029e+12 3.49332e+12
293.71 3.23007e+12 3.39776e+12
294.034 3.1416e+12 3.3041e+12
294.359 3.05482e+12 3.21227e+12
294.684 2.96967e+12 3.12222e+12
295.009 2.88611e+12 3.03388e+12
295.334 2.80408e+12 2.9472e+12
295.659 2.72353e+12 2.86213e+12
295.984 2.64442e+12 2.77861e+12
296.309 2.56671e+12 2.6966e+12
296.634 2.49034e+12 2.61606e+12
296.959 2.41527e+12 2.53693e+12
297.284 2.34148e+12 2.45917e+12
297.608 2.26892e+12 2.38275e+12
297.933 2.19755e+12 2.30762e+12
298.258 2.12734e+12 2.23375e+12
298.583 2.05825e+12 2.16109e+12
298.908 1.99026e+12 2.08962e+12
299.233 1.92333e+12 2.0193e+12
299.558 1.86607e+12 1.9583e+12
299.883 1.80919e+12 1.89769e+12
300.208 1.75218e+12 1.83698e+12
300.533 1.69503e+12 1.77617e+12
300.857 1.63775e+12 1.71526e+12
301.182 1.58031e+12 1.65425e+12
301.507 1.52274e+12 1.59312e+12
301.832 1.46501e+12 1.53188e+12
302.157 1.40712e+12 1.47053e+12
302.482 1.34906e+12 1.40905e+12
302.807 1.29085e+12 1.34745e+12
303.132 1.23245e+12 1.28572e+12
303.457 1.17388e+12 1.22386e+12
303.781 1.11513e+12 1.16187e+12
304.106 1.05618e+12 1.09973e+12
304.431 9.97039e+11 1.03744e+12
304.756 9.37691e+11 9.75009e+11
305.081 8.78132e+11 9.12418e+11
305.406 8.18357e+11 8.49668e+11
305.731 7.58354e+11 7.86748e+11
306.056 6.98118e+11 7.23655e+11
306.381 6.37641e+11 6.60385e+11
306.706 5.76911e+11 5.96927e+11
307.031 5.1592e+11 5.33277e+11
307.355 4.54662e+11 4.69429e+11
307.68 3.93121e+11 4.05371e+11
308.005 3.63964e+11 3.75138e+11
308.33 3.54017e+11 3.64933e+11
308.655 3.44313e+11 3.54979e+11
308.98 3.34843e+11 3.45268e+11
309.305 3.25599e+11 3.35792e+11
309.63 3.16572e+11 3.26541e+11
309.955 3.07756e+11 3.17508e+11
310.279 2.99143e+11 3.08686e+11
310.604 2.90725e+11 3.00066e+11
310.929 2.82497e+11 2.91643e+11
311.254 2.74451e+11 2.83409e+11
311.579 2.66583e+11 2.75359e+11
311.904 2.58886e+11 2.67486e+11
312.229 2.51354e+11 2.59785e+11
312.554 2.43982e+11 2.52249e+11
312.879 2.36766e+11 2.44875e+11
313.204 2.29699e+11 2.37657e+11
313.529 2.22778e+11 2.30589e+11
313.853 2.15999e+11 2.23668e+11
314.178 2.09356e+11 2.16889e+11
314.503 2.02846e+11 2.10247e+11
314.828 1.96465e+11 2.03739e+11
315.153 1.90209e+11 1.9736e+11
315.478 1.84074e+11 1.91107e+11
315.803 1.78057e+11 1.84976e+11
316.128 1.72154e+11 1.78964e+11
316.453 1.66592e+11 1.73282e+11
316.777 1.61571e+11 1.68112e+11
317.102 1.56564e+11 1.62959e+11
317.427 1.51571e+11 1.57822e+11
317.752 1.46591e+11 1.52702e+11
318.077 1.41627e+11 1.47599e+11
318.402 1.36677e+11 1.42514e+11
318.727 1.31743e+11 1.37447e+11
319.052 1.26826e+11 1.32399e+11
319.377 1.21924e+11 1.27371e+11
319.702 1.1704e+11 1.22362e+11
320.026 1.12173e+11 1.17374e+11
320.351 1.07325e+11 1.12408e+11
320.676 1.02495e+11 1.07464e+11
321.001 9.76847e+10 1.02543e+11
321.326 9.28942e+10 9.76455e+10
321.651 8.81244e+10 9.27722e+10
321.976 8.33763e+10 8.79243e+10
322.301 7.865e+10 8.31024e+10
322.626 7.39467e+10 7.83075e+10
322.951 6.92673e+10 7.35408e+10
323.276 6.46123e+10 6.88028e+10
323.6 5.99827e+10 6.40949e+10
323.925 5.53797e+10 5.94183e+10
324.25 5.08039e+10 5.47737e+10
324.575 4.62565e+10 5.01627e+10
324.9 4.17387e+10 4.55866e+10
