"arc_length","T"
113.75,673.456
114.1,673.459
114.45,673.461
114.8,673.463
115.15,673.466
115.5,673.468
115.85,673.471
116.2,673.473
116.55,673.476
116.9,673.478
117.25,673.481
117.6,673.488
117.95,673.506
118.3,673.525
118.65,673.544
119,673.562
119.35,673.581
119.7,673.599
120.05,673.618
120.4,673.637
120.75,673.655
121.1,673.674
121.45,673.692
121.8,673.711
122.15,673.73
122.5,673.748
122.85,673.767
123.2,673.785
123.55,673.804
123.9,673.823
124.25,673.841
124.6,673.86
124.95,673.878
125.3,673.897
125.65,673.916
126,673.934
126.35,673.953
126.7,673.971
127.05,673.99
127.4,674.009
127.75,674.027
128.1,674.046
128.45,674.064
128.8,674.083
129.15,674.102
129.5,674.12
129.85,674.139
130.2,674.157
130.55,674.176
130.9,674.195
131.25,674.213
131.6,674.232
131.95,674.25
132.3,674.269
132.65,674.288
133,674.306
133.35,674.325
133.7,674.343
134.05,674.362
134.4,674.381
134.75,674.399
135.1,674.418
135.45,674.436
135.8,674.455
136.15,674.474
136.5,674.492
136.85,674.511
137.2,674.529
137.55,674.548
137.9,674.567
138.25,674.585
138.6,674.604
138.95,674.622
139.3,674.641
139.65,674.66
140,674.678
140.35,674.697
140.7,674.715
141.05,674.734
141.4,674.753
141.75,674.771
142.1,674.79
142.45,674.808
142.8,674.827
143.15,674.846
143.5,674.864
143.85,674.883
144.2,674.901
144.55,674.92
144.9,674.939
145.25,675.099
145.6,675.316
145.95,675.532
146.3,675.749
146.65,675.966
147,676.183
147.35,676.4
147.7,676.616
148.05,676.833
148.4,677.05
148.75,677.267
149.1,677.484
149.45,677.7
149.8,677.917
150.15,678.147
150.5,678.393
150.85,678.639
151.2,678.885
151.55,679.131
151.9,679.378
152.25,679.624
152.6,679.87
152.95,680.116
153.3,680.362
153.65,680.609
154,680.855
154.35,681.101
154.7,681.347
155.05,681.599
155.4,681.887
155.75,682.175
156.1,682.462
156.45,682.75
156.8,683.038
157.15,683.325
157.5,683.613
157.85,683.901
158.2,684.188
158.55,684.476
158.9,684.764
159.25,685.056
159.6,685.351
159.95,685.646
160.3,685.94
160.65,686.235
161,686.53
161.35,686.825
161.7,687.119
162.05,687.414
162.4,687.709
162.75,688.004
163.1,688.304
163.45,688.618
163.8,688.933
164.15,689.247
164.5,689.561
164.85,689.876
165.2,690.19
165.55,690.505
165.9,690.819
166.25,691.133
166.6,691.448
166.95,691.762
167.3,692.086
167.65,692.412
168,692.738
168.35,693.064
168.7,693.389
169.05,693.715
169.4,694.041
169.75,694.367
170.1,694.693
170.45,695.018
170.8,695.344
171.15,695.671
171.5,696
171.85,696.33
172.2,696.659
172.55,696.988
172.9,697.317
173.25,697.646
173.6,697.975
173.95,698.304
174.3,698.633
174.65,698.963
175,699.292
175.35,699.615
175.7,699.938
176.05,700.262
176.4,700.585
176.75,700.909
177.1,701.232
177.45,701.555
177.8,701.879
178.15,702.202
178.5,702.526
178.85,702.849
179.2,703.165
179.55,703.475
179.9,703.785
180.25,704.096
180.6,704.406
180.95,704.716
181.3,705.026
181.65,705.336
182,705.647
182.35,705.957
182.7,706.267
183.05,706.574
183.4,706.862
183.75,707.15
184.1,707.438
184.45,707.726
184.8,708.014
185.15,708.302
185.5,708.59
185.85,708.877
186.2,709.165
186.55,709.453
186.9,709.741
187.25,710.01
187.6,710.271
187.95,710.532
188.3,710.793
188.65,711.053
189,711.314
189.35,711.575
189.7,711.836
190.05,712.097
190.4,712.358
190.75,712.619
191.1,712.879
191.45,713.136
191.8,713.394
192.15,713.652
192.5,713.909
192.85,714.167
193.2,714.424
193.55,714.682
193.9,714.939
194.25,715.197
194.6,715.455
194.95,715.712
195.3,715.922
195.65,716.125
196,716.327
196.35,716.53
196.7,716.732
197.05,716.934
197.4,717.137
197.75,717.339
198.1,717.542
198.45,717.744
198.8,717.946
199.15,718.149
199.5,718.351
199.85,718.554
200.2,718.715
200.55,718.845
200.9,718.975
201.25,719.105
201.6,719.236
201.95,719.366
202.3,719.496
202.65,719.626
203,719.757
203.35,719.887
203.7,720.017
204.05,720.147
204.4,720.277
204.75,720.408
205.1,720.509
205.45,720.536
205.8,720.564
206.15,720.592
206.5,720.619
206.85,720.647
207.2,720.675
207.55,720.702
207.9,720.73
208.25,720.758
208.6,720.785
208.95,720.813
209.3,720.841
209.65,720.869
210,720.896
210.35,720.924
210.7,720.952
211.05,720.975
211.4,720.973
211.75,720.97
212.1,720.968
212.45,720.965
212.8,720.963
213.15,720.96
213.5,720.958
213.85,720.955
214.2,720.953
214.55,720.95
214.9,720.948
215.25,720.945
215.6,720.943
215.95,720.941
216.3,720.938
216.65,720.936
217,720.933
217.35,720.928
217.7,720.923
218.05,720.918
218.4,720.912
218.75,720.907
219.1,720.902
219.45,720.897
219.8,720.886
220.15,720.875
220.5,720.863
220.85,720.852
221.2,720.84
221.55,720.829
221.9,720.817
222.25,720.808
222.6,720.801
222.95,720.793
223.3,720.786
223.65,720.778
224,720.77
224.35,720.763
224.7,720.755
225.05,720.748
225.4,720.74
225.75,720.733
226.1,720.725
226.45,720.717
226.8,720.71
227.15,720.702
227.5,720.695
227.85,720.687
228.2,720.679
228.55,720.672
228.9,720.664
229.25,720.657
229.6,720.649
229.95,720.642
230.3,720.634
230.65,720.626
231,720.619
231.35,720.611
231.7,720.604
232.05,720.594
232.4,720.571
232.75,720.548
233.1,720.524
233.45,720.501
233.8,720.478
234.15,720.455
234.5,720.432
234.85,720.409
235.2,720.386
235.55,720.362
235.9,720.339
236.25,720.316
236.6,720.293
236.95,720.27
237.3,720.247
237.65,720.223
238,720.2
238.35,720.177
238.7,720.154
239.05,720.131
239.4,720.108
239.75,720.085
240.1,720.061
240.45,720.038
240.8,720.015
241.15,719.992
241.5,719.969
241.85,719.946
242.2,719.919
242.55,719.89
242.9,719.861
243.25,719.832
243.6,719.803
243.95,719.774
244.3,719.745
244.65,719.716
245,719.687
245.35,719.658
245.7,719.629
246.05,719.6
246.4,719.571
246.75,719.542
247.1,719.513
247.45,719.484
247.8,719.455
248.15,719.426
248.5,719.397
248.85,719.368
249.2,719.339
249.55,719.31
249.9,719.281
250.25,719.252
250.6,719.223
250.95,719.194
251.3,719.165
251.65,719.136
252,719.107
252.35,719.078
252.7,719.049
253.05,719.02
253.4,718.991
253.75,718.962
254.1,718.933
254.45,718.904
254.8,718.875
255.15,718.846
255.5,718.817
255.85,718.788
256.2,718.758
256.55,718.729
256.9,718.7
257.25,718.671
257.6,718.642
257.95,718.613
258.3,718.584
258.65,718.555
259,718.526
259.35,718.497
259.7,718.468
260.05,718.439
260.4,718.41
260.75,718.381
261.1,718.352
261.45,718.323
261.8,718.294
262.15,718.25
262.5,718.186
262.85,718.122
263.2,718.058
263.55,717.994
263.9,717.93
264.25,717.865
264.6,717.801
264.95,717.737
265.3,717.673
265.65,717.609
266,717.545
266.35,717.481
266.7,717.417
267.05,717.352
267.4,717.288
267.75,717.224
268.1,717.16
268.45,717.096
268.8,717.032
269.15,716.968
269.5,716.904
269.85,716.839
270.2,716.775
270.55,716.711
270.9,716.647
271.25,716.583
271.6,716.519
271.95,716.455
272.3,716.391
272.65,716.327
273,716.262
273.35,716.198
273.7,716.134
274.05,716.07
274.4,716.006
274.75,715.942
275.1,715.878
275.45,715.814
275.8,715.749
276.15,715.685
276.5,715.621
276.85,715.557
277.2,715.493
277.55,715.429
277.9,715.365
278.25,715.301
278.6,715.236
278.95,715.172
279.3,715.108
279.65,715.044
280,714.98
280.35,714.916
280.7,714.852
281.05,714.788
281.4,714.724
281.75,714.659
282.1,714.59
282.45,714.509
282.8,714.428
283.15,714.347
283.5,714.266
283.85,714.185
284.2,714.104
284.55,714.023
284.9,713.941
285.25,713.86
285.6,713.779
285.95,713.698
286.3,713.617
286.65,713.536
287,713.455
287.35,713.373
287.7,713.292
288.05,713.211
288.4,713.13
288.75,713.049
289.1,712.968
289.45,712.887
289.8,712.806
290.15,712.724
290.5,712.643
290.85,712.562
291.2,712.481
291.55,712.4
291.9,712.319
292.25,712.238
292.6,712.157
292.95,712.075
293.3,711.994
293.65,711.913
294,711.832
294.35,711.751
294.7,711.67
295.05,711.589
295.4,711.508
295.75,711.426
296.1,711.345
296.45,711.264
296.8,711.183
297.15,711.102
297.5,711.021
297.85,710.94
298.2,710.858
298.55,710.777
298.9,710.696
299.25,710.615
299.6,710.534
299.95,710.453
300.3,710.372
300.65,710.291
301,710.209
301.35,710.128
301.7,710.047
302.05,709.966
302.4,709.885
302.75,709.804
303.1,709.723
303.45,709.642
303.8,709.56
304.15,709.479
304.5,709.398
304.85,709.317
305.2,709.236
305.55,709.155
305.9,709.074
306.25,708.992
306.6,708.911
306.95,708.83
307.3,708.749
307.65,708.668
308,708.587
308.35,708.506
308.7,708.425
309.05,708.343
309.4,708.262
309.75,708.181
310.1,708.1
310.45,708.017
310.8,707.934
311.15,707.851
311.5,707.768
311.85,707.685
312.2,707.602
312.55,707.519
312.9,707.436
313.25,707.353
313.6,707.27
313.95,707.187
314.3,707.104
314.65,707.021
315,706.938
315.35,706.855
315.7,706.772
316.05,706.689
316.4,706.606
316.75,706.523
317.1,706.44
317.45,706.357
317.8,706.274
318.15,706.191
318.5,706.108
318.85,706.025
319.2,705.942
319.55,705.859
319.9,705.776
320.25,705.693
320.6,705.61
320.95,705.527
321.3,705.444
321.65,705.361
322,705.278
322.35,705.195
322.7,705.112
323.05,705.029
323.4,704.946
323.75,704.863
324.1,704.78
324.45,704.697
324.8,704.614
325.15,704.531
325.5,704.448
325.85,704.365
326.2,704.282
326.55,704.199
326.9,704.116
327.25,704.033
327.6,703.95
327.95,703.867
328.3,703.784
328.65,703.701
329,703.618
329.35,703.535
329.7,703.452
330.05,703.369
330.4,703.287
330.75,703.204
331.1,703.121
331.45,703.038
331.8,702.955
332.15,702.872
332.5,702.789
332.85,702.706
333.2,702.623
333.55,702.54
333.9,702.457
334.25,702.374
334.6,702.291
334.95,702.208
335.3,702.125
335.65,702.042
336,701.959
336.35,701.876
336.7,701.793
337.05,701.71
337.4,701.627
337.75,701.544
338.1,701.424
338.45,701.213
338.8,701.003
339.15,700.792
339.5,700.581
339.85,700.37
340.2,700.159
340.55,699.948
340.9,699.737
341.25,699.526
341.6,699.315
341.95,699.104
342.3,698.893
342.65,698.682
343,698.472
343.35,698.261
343.7,698.05
344.05,697.861
344.4,697.806
344.75,697.75
345.1,697.695
345.45,697.639
345.8,697.584
346.15,697.528
346.5,697.473
346.85,697.417
347.2,697.362
347.55,697.307
347.9,697.251
348.25,697.196
348.6,697.14
348.95,697.085
349.3,697.029
349.65,696.974
350,696.918
