#energiapu	#SU fissione			#energiau235	#SU fissione
3.16401	11.690577			4.0902	2.506768
3.18402	11.636731			4.153925	2.604887
3.20404	11.582859			4.21765	2.700811
3.22406	11.528986			4.265428	2.771547
3.24408	11.475114			4.313205	2.842963
3.2641	11.421241			4.360983	2.917452
3.28412	11.367369			4.40876	2.998081
3.30414	11.313496			4.456538	3.089571
3.3125	11.291			4.480427	3.141754
3.32416	11.264657			4.504315	3.199824
3.34418	11.219427			4.528204	3.265441
3.3642	11.174197			4.552092	3.340848
3.38421	11.128989			4.575981	3.429178
3.40423	11.083759			4.599869	3.535116
3.42425	11.038528			4.615795	3.619055
3.44427	10.993298			4.631721	3.717291
3.46429	10.948068			4.647647	3.834372
3.48431	10.902838			4.663572	3.976949
3.5	10.86739			4.671535	4.060822
3.50433	10.859789			4.679498	4.155367
3.52435	10.824644			4.687461	4.262953
3.54437	10.7895			4.695424	4.386727
3.56439	10.754356			4.703387	4.530942
3.5844	10.719229			4.71135	4.701438
3.60442	10.684084			4.719313	4.906314
3.62444	10.64894			4.727275	5.156793
3.64446	10.613795			4.731257	5.303832
3.66448	10.578651			4.735238	5.468464
3.6845	10.543506			4.73922	5.653572
3.70452	10.508362			4.743201	5.862268
3.72454	10.473218			4.747183	6.098272
3.74456	10.438073			4.751164	6.365488
3.76458	10.402929			4.755146	6.668439
3.78459	10.367802			4.759127	7.011654
3.80461	10.332657			4.763109	7.400163
3.82463	10.297513			4.76709	7.838627
3.84465	10.262368			4.771072	8.331897
3.86467	10.227224			4.775053	8.883836
3.875	10.20909			4.779035	9.497973
3.88469	10.197294			4.783016	10.176
3.90471	10.172924			4.786998	10.9186
3.92473	10.148553			4.790979	11.72363
3.94475	10.124183			4.799738	13.69025
3.96477	10.099813			4.808497	15.84011
3.98478	10.075454			4.817256	18.00774
4.0048	10.051084			4.826015	19.9704
4.02482	10.026714			4.832237	21.10511
4.04484	10.002343			4.838458	21.93068
4.06486	9.977973			4.844679	22.38309
4.08488	9.953602			4.8509	22.42371
4.1049	9.929232			4.855647	22.17181
