#burnups #estratti             #inserite            #temp       #boc                #                    #eoc                #
365      -2661.8742703246      -2601.37036304735    600       -320.248965313276    -302.766691377687    -308.864458133218	-291.6613540737
730      -2472.60918674698     -2413.17139085433    800       -253.354372227903    -238.749013756633    -245.669863369683	-231.3328747278
1095     -2315.97762608442     -2256.98938004468    1000      -211.496315138025    -199.207085353771    -205.904732033432	-193.7477729710
