1.00E-05		2.868348		1.00E-05		2.425298					1.00E-05	2.4968
1.06E-05		2.868348		1.06E-05		2.425298					1.06E-05	2.4968
1.13E-05		2.868348		1.13E-05		2.425298					1.13E-05	2.4968
1.19E-05		2.868348		1.19E-05		2.425298					1.19E-05	2.4968
1.25E-05		2.868348		1.25E-05		2.425298					1.25E-05	2.4968
1.38E-05		2.868348		1.38E-05		2.425298					1.38E-05	2.4968
1.50E-05		2.868348		1.50E-05		2.425298					1.50E-05	2.4968
1.63E-05		2.868348		1.63E-05		2.425298					1.63E-05	2.4968
1.75E-05		2.868348		1.75E-05		2.425298					1.75E-05	2.4968
1.88E-05		2.868348		1.88E-05		2.425298					1.88E-05	2.4968
2.00E-05		2.868348		2.00E-05		2.425298					2.00E-05	2.4968
2.19E-05		2.868348		2.19E-05		2.425298					2.19E-05	2.4968
2.38E-05		2.868348		2.38E-05		2.425298					2.38E-05	2.4968
2.56E-05		2.868348		2.56E-05		2.425298					2.56E-05	2.4968
2.75E-05		2.868348		2.75E-05		2.425298					2.75E-05	2.4968
2.94E-05		2.868348		2.94E-05		2.425298					2.94E-05	2.4968
3.00E-05		2.868348		3.13E-05		2.425298					3.13E-05	2.4968
3.13E-05		2.868348		3.31E-05		2.425298					3.31E-05	2.4968
3.31E-05		2.868348		3.50E-05		2.425298					3.50E-05	2.4968
3.50E-05		2.868348		3.88E-05		2.425298					3.88E-05	2.4968
3.88E-05		2.868348		4.25E-05		2.425298					4.25E-05	2.4968
4.25E-05		2.868348		4.63E-05		2.425298					4.63E-05	2.4968
4.63E-05		2.868348		5.00E-05		2.425298					5.00E-05	2.4968
5.00E-05		2.868348		5.31E-05		2.425298					5.31E-05	2.4968
5.31E-05		2.868348		5.63E-05		2.425298					5.63E-05	2.4968
5.63E-05		2.868348		5.94E-05		2.425298					5.94E-05	2.4968
5.94E-05		2.868348		6.25E-05		2.425298					6.25E-05	2.4968
6.25E-05		2.868348		6.88E-05		2.425298					6.88E-05	2.4968
6.88E-05		2.868348		7.50E-05		2.425298					7.50E-05	2.4968
7.50E-05		2.868348		8.13E-05		2.425298					8.13E-05	2.4968
8.13E-05		2.868348		8.75E-05		2.425298					8.75E-05	2.4968
8.75E-05		2.868348		9.38E-05		2.425298					9.38E-05	2.4968
9.38E-05		2.868348		1.00E-04		2.425298					1.00E-04	2.4968
1.00E-04		2.868348		1.06E-04		2.425298					1.06E-04	2.4968
1.06E-04		2.868348		1.13E-04		2.425298					1.13E-04	2.4968
1.13E-04		2.868348		1.19E-04		2.425298					1.19E-04	2.4968
1.19E-04		2.868348		1.25E-04		2.425298					1.25E-04	2.4968
1.25E-04		2.868348		1.38E-04		2.425299					1.38E-04	2.4968
1.38E-04		2.868348		1.50E-04		2.425299					1.50E-04	2.4968
1.50E-04		2.868348		1.63E-04		2.425299					1.63E-04	2.4968
1.63E-04		2.868348		1.75E-04		2.425299					1.75E-04	2.4968
1.75E-04		2.868348		1.88E-04		2.425299					1.88E-04	2.4968
1.88E-04		2.868348		2.00E-04		2.425299					2.00E-04	2.4968
2.00E-04		2.868348		2.19E-04		2.425299					2.19E-04	2.4968
2.19E-04		2.868348		2.38E-04		2.425299					2.38E-04	2.4968
2.38E-04		2.868348		2.56E-04		2.425299					2.56E-04	2.4968
2.56E-04		2.868348		2.75E-04		2.425299					2.75E-04	2.4968
2.75E-04		2.868348		2.94E-04		2.425299					2.94E-04	2.4968
2.94E-04		2.868348		3.13E-04		2.425299					3.13E-04	2.4968
3.13E-04		2.868348		3.31E-04		2.425299					3.31E-04	2.4968
3.31E-04		2.868348		3.50E-04		2.425299					3.50E-04	2.4968
3.50E-04		2.868348		3.88E-04		2.425299					3.88E-04	2.4968
3.88E-04		2.868348		4.25E-04		2.4253					4.25E-04	2.4968
4.25E-04		2.868348		4.63E-04		2.4253					4.63E-04	2.4968
4.63E-04		2.868348		5.00E-04		2.4253					5.00E-04	2.4968
5.00E-04		2.868348		5.31E-04		2.4253					5.31E-04	2.4968
5.31E-04		2.868348		5.63E-04		2.4253					5.63E-04	2.4968
5.63E-04		2.868348		5.94E-04		2.4253					5.94E-04	2.4968
5.94E-04		2.868348		6.25E-04		2.4253					6.25E-04	2.4968
6.25E-04		2.868348		6.88E-04		2.425301					6.88E-04	2.4968
6.88E-04		2.868348		7.50E-04		2.425301					7.50E-04	2.4968
7.50E-04		2.868348		8.13E-04		2.425301					8.13E-04	2.4968
8.13E-04		2.868348		8.75E-04		2.425301					8.75E-04	2.4968
8.75E-04		2.868348		9.38E-04		2.425302					9.38E-04	2.4968
9.38E-04		2.868348		0.001		2.425302					0.001	2.4968
0.001		2.868348		0.001063		2.425302					0.001063	2.4968
0.001063		2.868348		0.001125		2.425302					0.001125	2.4968
0.0011		2.868348		0.001187		2.425303					0.001187	2.4968
0.001125		2.868346		0.00125		2.425303					0.00125	2.4968
0.001187		2.868339		0.001375		2.425303					0.001375	2.4968
0.00125		2.868333		0.0015		2.425304					0.0015	2.4968
0.001375		2.868321		0.001625		2.425304					0.001625	2.4968
0.0015		2.868308		0.00175		2.425305					0.00175	2.4968
0.001625		2.868296		0.001875		2.425305					0.001875	2.4968
0.00175		2.868283		0.002		2.425306					0.002	2.4968
0.001875		2.868271		0.002188		2.425307					0.002188	2.4968
0.002		2.868259		0.002375		2.425307					0.002375	2.4968
0.002188		2.86824		0.002563		2.425308					0.002563	2.4968
0.002375		2.868221		0.00275		2.425309					0.00275	2.4968
0.002563		2.868203		0.002938		2.42531					0.002938	2.4968
0.00275		2.868184		0.003125		2.42531					0.003125	2.4968
0.002938		2.868165		0.003312		2.425311					0.003312	2.4968
0.003125		2.868147		0.0035		2.425312					0.0035	2.4968
0.003312		2.868128		0.003875		2.425313					0.003875	2.4968
0.0035		2.868109		0.00425		2.425315					0.00425	2.4968
0.003875		2.868072		0.004625		2.425316					0.004625	2.4968
0.00425		2.868035		0.005		2.425318					0.005	2.4968
0.004625		2.867998		0.005313		2.425319					0.005313	2.4968
0.005		2.86796		0.005625		2.42532					0.005625	2.4968
0.005313		2.867929		0.005938		2.425321					0.005938	2.4968
0.005625		2.867898		0.00625		2.425323					0.00625	2.4968
0.005938		2.867867		0.006875		2.425325					0.006875	2.4968
0.00625		2.867836		0.0075		2.425328					0.0075	2.4968
0.006875		2.867774		0.008125		2.42533					0.008125	2.4968
0.0075		2.867712		0.00875		2.425333					0.00875	2.4968
0.008125		2.86765		0.009375		2.425335					0.009375	2.4968
0.00875		2.867588		0.01		2.425338					0.01	2.4968
0.009375		2.867525		0.010625		2.42534					0.010625	2.4968
0.01		2.867463		0.01125		2.425342					0.01125	2.4968
0.010625		2.867401		0.011875		2.425345					0.011875	2.4968
0.01125		2.867339		0.0125		2.425347					0.0125	2.4968
0.011875		2.867277		0.01375		2.425352					0.01375	2.4968
0.0125		2.867215		0.015		2.425357					0.015	2.4968
0.01375		2.867091		0.01625		2.425362					0.01625	2.4968
0.015		2.866966		0.0175		2.425367					0.0175	2.4968
0.01625		2.866842		0.01875		2.425372					0.01875	2.4968
0.0175		2.866718		0.02		2.425377					0.02	2.4968
0.01875		2.866594		0.021325		2.425382					0.021325	2.4968
0.02		2.866469		0.02265		2.425388					0.02265	2.4968
0.021019		2.866368		0.023975		2.425393					0.023975	2.4968
0.021325		2.866334		0.0253		2.425398					0.0253	2.4968
0.02265		2.866189		0.026844		2.425398					0.026844	2.4968
0.023975		2.866043		0.028387		2.425398					0.028387	2.4968
0.0253		2.865898		0.029931		2.425398					0.029931	2.4968
0.026844		2.865728		0.031475		2.425398					0.031475	2.4968
0.028387		2.865559		0.033019		2.425398					0.034563	2.4968
0.031475		2.86522		0.034563		2.425398					0.03765	2.4968
0.034563		2.864881		0.03765		2.425398					0.040738	2.4968
0.03765		2.864542		0.040738		2.425398					0.043825	2.4968
0.040738		2.864203		0.043825		2.425398					0.046913	2.4968
0.041038		2.86417		0.046913		2.425398					0.05	2.4968
0.043825		2.863835		0.05		2.425398					0.053125	2.496801
0.046913		2.863464		0.053125		2.425398					0.05625	2.496801
0.05		2.863092		0.05625		2.425398					0.059375	2.496801
0.053125		2.862717		0.059375		2.425398					0.0625	2.496801
0.05625		2.862341		0.0625		2.425398					0.06875	2.496801
0.059375		2.861965		0.065625		2.425398					0.075	2.496801
0.061057		2.861763		0.06875		2.425398					0.08125	2.496801
0.0625		2.861579		0.075		2.425398					0.0875	2.496801
0.06875		2.860781		0.08125		2.425398					0.09375	2.496801
0.075		2.859983		0.0875		2.425398					0.1	2.496801
0.081076		2.859207		0.09375		2.425398					0.107475	2.496802
0.08125		2.859184		0.1		2.425398					0.113592	2.496802
0.0875		2.858351		0.107438		2.425398					0.119709	2.496802
0.09375		2.857519		0.114876		2.425398					0.125826	2.496802
0.1		2.856686		0.122314		2.425398					0.131943	2.496802
0.101095		2.85654		0.129752		2.425398					0.138061	2.496802
0.10625		2.855839		0.137191		2.425398					0.144178	2.496802
0.1125		2.854989		0.144629		2.425398					0.150295	2.496803
0.11875		2.854139		0.152067		2.425398					0.153353	2.496803
0.121114		2.853818		0.159505		2.425398					0.156412	2.496803
0.125		2.8533		0.164464		2.425398					0.16186	2.496803
0.13125		2.852467		0.173348		2.425398					0.167309	2.496803
0.1375		2.851633		0.182232		2.425398					0.172758	2.496803
0.141133		2.851149		0.191116		2.425398					0.178206	2.496803
0.14375		2.850816		0.2		2.425398					0.189103	2.496803
0.15		2.850021		0.205986		2.425398					0.194551	2.496803
0.15625		2.849226		0.211972		2.425398					0.2	2.496804
